Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,34965942,0,37.251,8950.076
find,1,49130447,0,0.287,6096.968
insert,0,8473635,8473635,0.026,451.818
insert,0,8575642,8575642,0.075,491.436
insert,1,4972734,4972734,0.035,287.385
insert,1,2808481,2808481,21.289,336.256
insert,1,5830633,5830633,0.019,343.315
new,0,4359496,4359496,0.664,643.08
