Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,8825853,0,21.316,4137.099
find,0,9026621,0,26.609,3893.901
find,0,8323169,0,31.931,3815.323
find,1,12721618,0,0.018,3167.881
find,1,1095993,0,0.019,340.249
find,2,11100981,0,0.032,2789.474
find,2,12357977,0,0.027,3040.558
find,2,9915604,0,0.222,2499.968
find,3,8100751,0,0.046,2040.15
find,3,933255,0,0.024,302.682
find,3,10996176,0,0.04,2696.321
insert,0,265769,265769,0.122,90.334
insert,1,162648,162648,15.969,56.242
insert,2,135885,135885,10.676,44.073
insert,3,155370,155370,15.968,53.594
new,1,17345486,0,0.019,4269.051
