Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2410,233,2.627,174.423
genuine,1,2310,223,1.783,149.84
genuine,2,2360,230,4.287,173.947
genuine,3,2410,234,4.887,175.718
genuine,4,2340,226,1.109,161.488
genuine,5,2440,237,2.426,181.2
genuine,6,2480,239,1.173,164.096
genuine,7,2430,233,6.208,184.224
genuine,8,2380,235,2.12,175.224
genuine,9,2420,235,2.749,173.313
genuine,10,2430,236,3.221,180.401
genuine,11,2380,231,2.484,169.276
genuine,12,2360,231,3.102,165.92
genuine,13,2410,236,3.503,176.196
genuine,14,2320,227,2.938,174.561
genuine,15,2330,229,5.131,173.469
genuine,16,2310,225,2.818,167.296
genuine,17,2410,233,3.87,177.226
genuine,18,2380,233,1.43,169.267
genuine,19,2410,235,4.016,172.157
genuine,20,2460,239,3.754,172.237
genuine,21,2360,230,4.651,174.605
genuine,22,2360,232,1.826,174.709
genuine,23,2340,226,1.396,163.579
genuine,24,2460,239,2.286,171.473
genuine,25,2440,239,2.209,182.285
genuine,26,2400,232,1.004,161.975
genuine,27,2360,230,1.227,164.435
genuine,28,2440,237,3.025,166.417
genuine,29,2190,215,6.64,169.409
genuine,30,2340,225,1.948,170.903
genuine,31,2400,232,3.828,180.096
genuine,32,2450,240,2.678,187.755
genuine,33,2490,242,2.076,174.204
genuine,34,2430,238,2.496,165.14
genuine,35,2360,233,2.729,171.94
genuine,36,2320,224,2.037,158.232
genuine,37,2470,243,3.929,175.079
genuine,38,2350,226,3.378,173.655
genuine,39,2360,227,1.522,167.602
genuine,40,2340,226,3.901,176.769
genuine,41,2450,237,5.334,177.264
genuine,42,2420,233,4.215,169.855
genuine,43,2350,227,7.156,165.858
genuine,44,2430,234,5.669,180.814
genuine,45,2410,234,2.955,179.901
genuine,46,2490,234,8.124,180.584
genuine,47,2280,218,1.382,164.031
genuine,48,2470,237,5.835,187.93
genuine,49,2380,230,1.105,163.843
genuine,50,2250,213,3.608,171.106
genuine,51,2350,226,2.225,173.97
genuine,52,2320,220,2.107,165.42
genuine,53,2420,230,1.765,165.541
genuine,54,2410,229,4.07,186.22
genuine,55,2350,223,2.248,173.509
genuine,56,2410,229,2.66,176.354
genuine,57,2430,231,1.719,161.916
genuine,58,2330,215,2.357,175.464
genuine,59,2340,217,4.07,166.141
genuine,60,2360,218,8.592,171.035
genuine,61,2310,214,6.109,167.93
genuine,62,2330,213,2.015,170.415
genuine,63,2330,208,7.0,178.207
malicious,0,10308,10308,2.59,203.524
