Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5559,314,9.345,532.974
genuine,1,5372,309,13.735,583.285
genuine,2,5440,307,12.216,568.138
genuine,3,5457,317,8.92,540.157
genuine,4,5474,316,13.546,603.297
genuine,5,5389,313,15.223,549.93
genuine,6,5525,323,10.411,579.122
genuine,7,5525,318,12.751,596.233
genuine,8,5423,316,8.966,558.229
genuine,9,5287,304,10.184,529.576
genuine,10,5423,313,15.845,586.079
genuine,11,5542,319,13.649,584.178
genuine,12,5593,323,10.721,570.473
genuine,13,5440,313,11.089,578.103
genuine,14,5474,313,11.919,597.14
genuine,15,5440,314,12.087,557.474
malicious,0,34079,34079,18.322,1137.193
