Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1560,946,10.398,249.416
genuine,1,1547,949,7.028,253.253
genuine,2,1547,944,10.033,222.631
genuine,3,1482,906,5.549,239.696
genuine,4,1495,914,3.379,228.521
genuine,5,1573,959,7.355,230.69
genuine,6,1560,950,3.317,211.671
genuine,7,1573,960,13.724,235.494
genuine,8,1456,890,2.827,199.433
genuine,9,1469,900,8.518,252.416
genuine,10,1534,939,7.711,235.9
genuine,11,1534,938,5.78,218.263
genuine,12,1508,922,4.817,215.75
genuine,13,1521,932,3.791,206.909
genuine,14,1560,955,5.124,217.472
genuine,15,1560,954,9.042,258.783
genuine,16,1495,914,3.576,215.703
genuine,17,1521,931,7.785,220.585
genuine,18,1534,936,5.972,245.651
genuine,19,1521,930,11.164,265.563
genuine,20,1521,930,4.644,240.385
genuine,21,1521,930,7.234,229.399
genuine,22,1521,928,5.973,238.97
genuine,23,1521,930,2.502,217.24
genuine,24,1482,904,8.21,241.353
genuine,25,1456,889,6.877,229.224
genuine,26,1469,899,4.61,196.953
genuine,27,1482,903,10.485,236.556
genuine,28,1521,929,7.291,230.082
genuine,29,1547,946,7.341,234.322
genuine,30,1599,974,5.229,240.193
genuine,31,1378,841,3.099,209.277
genuine,32,1547,944,4.856,231.613
genuine,33,1456,894,2.959,213.015
genuine,34,1443,881,6.947,222.334
genuine,35,1508,922,13.254,235.749
genuine,36,1469,895,4.503,219.19
genuine,37,1612,983,11.62,277.753
genuine,38,1430,874,6.611,228.492
genuine,39,1508,921,4.305,228.514
genuine,40,1495,912,7.384,239.943
genuine,41,1456,889,7.592,236.745
genuine,42,1495,909,8.859,248.053
genuine,43,1521,926,4.212,219.989
genuine,44,1534,936,5.411,245.968
genuine,45,1495,914,9.393,244.635
genuine,46,1534,935,5.25,242.166
genuine,47,1456,887,9.298,242.514
genuine,48,1482,901,4.367,226.929
genuine,49,1443,881,8.216,229.938
genuine,50,1482,903,12.621,240.985
genuine,51,1508,916,4.822,210.719
genuine,52,1443,875,6.362,225.247
genuine,53,1560,946,7.407,253.577
genuine,54,1508,915,8.054,236.304
genuine,55,1456,883,6.684,221.986
genuine,56,1534,936,5.089,237.131
genuine,57,1521,925,3.873,226.31
genuine,58,1521,923,4.198,225.068
genuine,59,1417,854,11.578,214.426
genuine,60,1534,927,10.804,239.353
genuine,61,1456,878,10.226,221.416
genuine,62,1456,879,4.531,223.67
genuine,63,1508,904,4.629,221.848
malicious,0,10723,10723,4.179,190.755
