Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2082,336,2.663,182.64
genuine,1,2034,330,4.516,190.775
genuine,2,2100,345,6.419,197.818
genuine,3,1992,323,10.255,194.31
genuine,4,2136,351,2.949,186.798
genuine,5,1974,323,4.326,199.796
genuine,6,2094,347,5.73,202.681
genuine,7,2112,348,7.389,200.39
genuine,8,2148,353,3.693,198.068
genuine,9,2040,334,4.842,199.31
genuine,10,2022,327,2.884,187.398
genuine,11,2106,343,6.356,210.322
genuine,12,2088,343,7.114,198.101
genuine,13,1968,324,2.912,180.113
genuine,14,2148,353,7.202,211.756
genuine,15,2064,335,3.39,187.682
genuine,16,2028,332,5.784,197.407
genuine,17,2064,337,6.084,199.11
genuine,18,2004,329,9.6,193.57
genuine,19,2004,325,2.679,171.933
genuine,20,1986,326,4.056,196.703
genuine,21,2082,340,3.793,211.263
genuine,22,2016,328,2.6,178.533
genuine,23,1968,322,5.395,187.671
genuine,24,2106,344,5.516,210.831
genuine,25,2052,340,3.152,188.277
genuine,26,2046,336,3.212,184.775
genuine,27,2106,343,3.038,188.479
genuine,28,1962,323,2.547,177.269
genuine,29,2052,333,4.117,176.046
genuine,30,2094,344,3.164,188.384
genuine,31,2106,342,6.943,212.226
genuine,32,2016,330,2.742,171.764
genuine,33,2076,337,5.747,194.538
genuine,34,2070,337,6.134,200.005
genuine,35,2052,337,2.519,185.986
genuine,36,2022,330,3.621,183.249
genuine,37,2016,333,3.91,194.891
genuine,38,1986,324,6.36,224.378
genuine,39,1992,326,2.808,184.617
genuine,40,2010,330,2.753,191.553
genuine,41,2028,332,2.5,186.446
genuine,42,2004,329,6.139,176.023
genuine,43,2052,330,4.892,197.834
genuine,44,2070,335,3.474,179.185
genuine,45,2004,319,6.122,206.894
genuine,46,2034,328,5.138,178.1
genuine,47,1944,318,6.254,182.647
genuine,48,1968,321,1.805,176.524
genuine,49,1986,321,3.232,171.686
genuine,50,2088,335,4.838,206.135
genuine,51,2016,325,4.59,186.593
genuine,52,2070,332,5.726,201.095
genuine,53,1962,316,3.307,169.616
genuine,54,2022,324,3.891,178.35
genuine,55,2088,338,3.146,190.743
genuine,56,2064,328,2.283,180.82
genuine,57,1968,312,9.963,200.968
genuine,58,2052,327,5.903,192.25
genuine,59,2010,315,3.93,182.529
genuine,60,1944,309,6.093,199.054
genuine,61,1980,311,4.175,178.133
genuine,62,2040,321,5.577,182.335
genuine,63,1980,301,2.75,188.94
malicious,0,12100,12100,3.467,211.397
