Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1760,165,4.678,141.661
genuine,1,1820,178,5.666,141.846
genuine,2,1800,176,5.839,146.664
genuine,3,1780,174,5.237,132.244
genuine,4,1820,180,8.484,170.082
genuine,5,1840,177,8.255,164.149
genuine,6,1850,177,6.054,154.902
genuine,7,1770,166,7.575,152.616
genuine,8,1840,182,7.605,184.618
genuine,9,1800,175,9.899,140.977
genuine,10,1890,183,5.277,152.087
genuine,11,1800,176,8.146,138.505
genuine,12,1870,181,12.139,192.872
genuine,13,1800,169,7.884,133.312
genuine,14,1850,174,6.847,175.823
genuine,15,1860,182,6.018,154.45
genuine,16,1850,182,6.626,174.463
genuine,17,1860,183,6.724,147.406
genuine,18,1760,168,7.127,155.992
genuine,19,1870,175,9.543,173.178
genuine,20,1740,170,2.094,116.559
genuine,21,1880,180,7.068,160.068
genuine,22,1860,177,12.943,192.294
genuine,23,1950,189,6.127,155.909
genuine,24,1810,173,4.241,136.43
genuine,25,1720,165,7.918,148.601
genuine,26,1830,168,8.992,170.024
genuine,27,1790,174,6.043,146.103
genuine,28,1790,168,8.776,160.253
genuine,29,1890,183,10.151,180.94
genuine,30,1830,174,5.753,145.669
genuine,31,1790,174,7.176,151.844
genuine,32,1850,177,8.244,159.914
genuine,33,1870,176,7.393,154.041
genuine,34,1750,171,7.737,158.999
genuine,35,1840,177,3.012,134.924
genuine,36,1820,177,6.535,149.285
genuine,37,1810,175,6.42,139.15
genuine,38,1840,176,10.431,176.972
genuine,39,1770,174,8.244,169.02
genuine,40,1910,182,9.799,169.645
genuine,41,1870,180,4.651,148.422
genuine,42,1810,173,16.19,201.198
genuine,43,1680,160,7.487,157.897
genuine,44,1840,170,6.679,152.596
genuine,45,1900,188,9.283,164.481
genuine,46,1830,178,6.168,159.772
genuine,47,1810,169,5.602,149.206
genuine,48,1740,169,8.848,178.334
genuine,49,1730,168,7.127,148.386
genuine,50,1720,164,14.192,173.924
genuine,51,1840,175,8.304,170.358
genuine,52,1840,172,8.374,174.906
genuine,53,1800,170,3.357,143.437
genuine,54,1860,164,7.825,170.848
genuine,55,1740,160,5.331,130.428
genuine,56,1880,171,8.229,163.61
genuine,57,1720,164,3.648,129.887
genuine,58,1750,166,9.157,164.764
genuine,59,1790,160,10.575,182.76
genuine,60,1910,177,8.21,173.408
genuine,61,1750,149,13.208,143.886
genuine,62,1730,149,8.63,173.939
genuine,63,1850,160,10.884,174.257
malicious,0,10629,10629,11.411,300.334
