Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1400,1107,10.387,208.815
genuine,1,1250,991,16.17,228.552
genuine,2,1290,1022,10.243,177.481
genuine,3,1370,1090,7.617,192.021
genuine,4,1340,1066,11.508,216.195
genuine,5,1280,1016,12.85,222.133
genuine,6,1190,944,9.025,195.099
genuine,7,1310,1041,8.788,168.177
genuine,8,1340,1067,12.626,206.271
genuine,9,1260,1002,5.475,154.804
genuine,10,1340,1062,6.043,166.798
genuine,11,1240,986,4.369,186.074
genuine,12,1250,992,9.594,194.582
genuine,13,1330,1054,12.08,197.777
genuine,14,1220,968,10.207,223.115
genuine,15,1370,1091,20.488,231.731
genuine,16,1300,1037,11.9,220.716
genuine,17,1260,1002,8.101,188.373
genuine,18,1220,972,5.763,174.583
genuine,19,1330,1061,15.042,237.926
genuine,20,1230,980,9.254,179.71
genuine,21,1330,1058,7.379,191.559
genuine,22,1250,996,11.371,201.802
genuine,23,1240,985,22.602,200.207
genuine,24,1290,1027,11.894,186.523
genuine,25,1250,993,10.724,203.196
genuine,26,1330,1061,8.768,209.252
genuine,27,1250,994,11.844,211.875
genuine,28,1280,1017,6.006,165.117
genuine,29,1300,1032,8.02,211.346
genuine,30,1330,1056,7.768,226.124
genuine,31,1240,984,6.886,175.474
genuine,32,1260,1002,16.241,210.511
genuine,33,1340,1064,7.879,187.18
genuine,34,1300,1031,3.403,158.274
genuine,35,1260,1003,11.512,232.962
genuine,36,1290,1025,12.248,198.117
genuine,37,1360,1082,12.61,196.718
genuine,38,1230,975,11.262,188.96
genuine,39,1270,1009,7.415,178.122
genuine,40,1310,1037,9.21,181.476
genuine,41,1270,1006,16.312,211.989
genuine,42,1350,1073,7.416,183.647
genuine,43,1340,1063,7.888,220.701
genuine,44,1360,1082,16.728,199.702
genuine,45,1270,1009,5.872,161.507
genuine,46,1330,1057,15.798,208.859
genuine,47,1310,1037,13.531,199.861
genuine,48,1220,970,13.221,187.422
genuine,49,1260,999,9.406,203.524
genuine,50,1300,1030,10.106,212.049
genuine,51,1300,1032,13.251,226.676
genuine,52,1360,1080,8.904,209.317
genuine,53,1290,1019,6.009,203.721
genuine,54,1250,993,13.597,234.598
genuine,55,1320,1043,5.479,181.572
genuine,56,1270,1002,5.34,156.404
genuine,57,1200,948,9.038,174.448
genuine,58,1260,996,8.716,169.688
genuine,59,1290,1011,10.133,203.522
genuine,60,1270,994,16.223,200.16
genuine,61,1260,988,12.695,201.835
genuine,62,1200,938,6.905,185.827
genuine,63,1330,1041,8.348,189.052
malicious,0,10049,10049,13.032,285.751
