Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5603,3440,9.784,681.075
genuine,1,5460,3350,9.416,638.732
genuine,2,5330,3275,13.129,736.422
genuine,3,5447,3346,12.191,715.104
genuine,4,5447,3345,7.838,662.536
genuine,5,5512,3384,8.798,673.812
genuine,6,5343,3285,8.122,651.894
genuine,7,5382,3307,11.251,694.913
genuine,8,5395,3313,9.29,683.709
genuine,9,5265,3234,12.059,678.452
genuine,10,5512,3385,8.783,671.441
genuine,11,5356,3290,7.223,654.05
genuine,12,5473,3361,9.331,711.457
genuine,13,5447,3343,9.967,668.321
genuine,14,5395,3316,13.23,750.731
genuine,15,5395,3311,8.743,666.87
malicious,0,34664,34664,9.271,940.015
