Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7083,774,6.491,747.478
genuine,1,7290,804,6.848,756.557
genuine,2,7200,797,14.054,741.876
genuine,3,7281,799,7.614,759.959
genuine,4,7272,804,4.324,703.508
genuine,5,7074,780,8.472,712.006
genuine,6,7218,801,11.052,781.851
genuine,7,7191,791,3.05,700.543
genuine,8,7182,791,15.241,748.286
genuine,9,7155,790,9.673,754.356
genuine,10,7056,777,10.596,717.502
genuine,11,7272,803,7.958,761.963
genuine,12,7191,788,7.208,733.789
genuine,13,7182,792,12.422,789.403
genuine,14,7083,780,9.575,729.379
genuine,15,7074,778,5.712,721.586
malicious,0,40808,40808,10.023,819.503
