Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,6736,1670,8.238,759.324
genuine,1,6928,1725,8.334,779.702
genuine,2,6976,1737,3.005,744.095
genuine,3,6816,1699,5.206,734.987
genuine,4,6816,1694,3.978,762.075
genuine,5,6768,1686,9.593,764.152
genuine,6,7024,1754,4.24,767.225
genuine,7,6960,1740,9.162,784.237
genuine,8,6928,1728,3.334,756.914
genuine,9,6944,1731,10.03,767.851
genuine,10,6960,1729,4.224,752.436
genuine,11,6640,1651,5.241,777.169
genuine,12,6896,1712,9.339,777.535
genuine,13,6912,1725,5.512,795.463
genuine,14,6560,1635,7.622,741.531
genuine,15,6672,1661,5.54,750.692
malicious,0,42437,42437,12.588,841.086
