Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7230,1195,4.995,702.975
genuine,1,7260,1198,5.486,705.823
genuine,2,7410,1227,7.445,717.947
genuine,3,7248,1204,7.694,723.647
genuine,4,7332,1214,7.184,709.483
genuine,5,7266,1206,8.042,710.612
genuine,6,7404,1232,6.773,732.654
genuine,7,7116,1182,5.669,693.892
genuine,8,7278,1208,9.611,729.355
genuine,9,7092,1178,4.945,711.725
genuine,10,7248,1200,8.21,735.291
genuine,11,7368,1223,21.971,761.53
genuine,12,7326,1216,12.994,722.707
genuine,13,7212,1195,5.982,707.49
genuine,14,7158,1184,9.51,753.593
genuine,15,7200,1189,8.183,711.918
malicious,0,39022,39022,14.98,884.251
