Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,309,98,29.766,1659.523
genuine,1,330,104,285.158,2013.545
genuine,2,336,105,74.074,1809.697
genuine,3,318,101,189.468,1874.528
genuine,4,309,96,207.685,1872.804
genuine,5,324,104,37.462,1739.922
genuine,6,315,100,76.143,1701.551
genuine,7,309,96,47.154,1655.722
genuine,8,312,99,116.37,1767.767
genuine,9,321,104,76.196,1821.519
genuine,10,348,107,82.821,1823.59
genuine,11,354,110,51.081,1829.296
genuine,12,327,99,42.221,1753.492
genuine,13,306,94,65.602,1709.053
genuine,14,306,94,27.816,1631.446
genuine,15,312,94,41.543,1825.189
malicious,0,3363351,3363351,10.4,111.493
