Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,9424920,0,0.685,20282.463
find,1,1126972,0,0.364,17266.473
insert,2,16859,16859,0.016,1.34
insert,3,16501,16501,0.016,1.2
