Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1904,457,5.168,222.534
genuine,1,1984,481,5.601,218.87
genuine,2,1920,476,13.689,215.607
genuine,3,1888,463,6.743,218.981
genuine,4,1808,447,4.079,198.384
genuine,5,1856,456,8.42,210.498
genuine,6,1920,474,6.604,203.949
genuine,7,1984,484,3.975,206.911
genuine,8,1952,480,4.507,229.25
genuine,9,1904,470,8.122,205.305
genuine,10,1904,469,9.949,212.039
genuine,11,1840,453,7.41,207.796
genuine,12,1904,468,3.976,215.474
genuine,13,1824,447,4.7,195.507
genuine,14,1824,449,4.589,212.345
genuine,15,1872,460,4.619,208.992
genuine,16,1888,467,4.541,211.821
genuine,17,1872,461,2.952,197.497
genuine,18,1888,466,5.254,205.267
genuine,19,1824,451,2.356,194.529
genuine,20,1856,458,3.078,195.231
genuine,21,1824,445,5.993,214.745
genuine,22,1952,477,7.092,207.389
genuine,23,1888,466,4.994,215.936
genuine,24,1872,460,2.452,196.854
genuine,25,1920,471,2.214,202.352
genuine,26,1872,464,3.019,193.813
genuine,27,1952,479,2.556,206.168
genuine,28,1840,452,3.702,191.069
genuine,29,1792,442,6.248,197.336
genuine,30,1856,459,3.749,196.451
genuine,31,1792,438,3.927,206.746
genuine,32,1904,472,2.625,212.972
genuine,33,1904,467,1.837,190.246
genuine,34,1808,442,2.306,195.278
genuine,35,1904,467,5.055,226.646
genuine,36,1856,455,8.548,214.616
genuine,37,1760,439,2.583,191.128
genuine,38,1840,455,2.127,194.406
genuine,39,1840,454,5.827,217.295
genuine,40,1904,464,8.866,202.282
genuine,41,1792,442,6.651,213.474
genuine,42,1824,450,6.103,221.978
genuine,43,1808,447,3.401,186.617
genuine,44,1904,471,4.516,206.794
genuine,45,1744,428,14.131,203.941
genuine,46,1920,473,6.293,222.556
genuine,47,1872,462,2.881,200.946
genuine,48,1776,438,3.741,188.431
genuine,49,1744,427,4.733,191.535
genuine,50,1840,455,5.601,201.579
genuine,51,1808,445,2.832,198.717
genuine,52,1760,433,5.751,195.4
genuine,53,1840,450,3.154,201.839
genuine,54,1872,459,3.883,203.547
genuine,55,1888,462,4.467,209.54
genuine,56,1856,453,5.32,207.699
genuine,57,1760,429,3.968,202.216
genuine,58,1840,442,8.293,206.564
genuine,59,1776,426,5.943,200.183
genuine,60,1824,440,3.106,192.947
genuine,61,1856,450,5.864,210.686
genuine,62,1824,436,4.405,198.549
genuine,63,1776,417,2.67,185.412
malicious,0,10709,10709,6.615,211.721
