Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1440,567,8.16,221.85
genuine,1,1420,560,6.172,200.803
genuine,2,1460,573,8.341,195.184
genuine,3,1400,554,8.827,208.187
genuine,4,1520,601,10.893,227.485
genuine,5,1540,609,9.344,225.513
genuine,6,1500,592,5.037,189.649
genuine,7,1520,600,5.666,190.86
genuine,8,1460,575,5.667,180.182
genuine,9,1400,555,11.055,217.781
genuine,10,1440,569,5.407,216.046
genuine,11,1440,569,5.581,201.488
genuine,12,1500,593,7.74,227.078
genuine,13,1520,599,8.096,220.02
genuine,14,1460,578,7.421,190.692
genuine,15,1400,554,7.112,188.42
genuine,16,1420,565,8.479,227.823
genuine,17,1360,539,5.592,189.755
genuine,18,1420,559,10.01,194.854
genuine,19,1420,563,6.483,211.719
genuine,20,1440,567,8.067,211.984
genuine,21,1360,538,7.112,188.792
genuine,22,1480,586,9.975,213.306
genuine,23,1380,545,6.804,182.819
genuine,24,1500,593,5.377,185.095
genuine,25,1460,576,9.594,207.043
genuine,26,1460,577,7.949,189.225
genuine,27,1480,586,7.269,199.156
genuine,28,1440,571,6.037,210.476
genuine,29,1520,600,11.795,217.68
genuine,30,1440,568,5.375,195.685
genuine,31,1500,592,7.897,191.161
genuine,32,1480,582,9.361,219.326
genuine,33,1540,605,9.857,218.487
genuine,34,1480,583,6.698,224.435
genuine,35,1400,549,6.406,195.662
genuine,36,1480,584,15.467,227.052
genuine,37,1460,574,6.796,184.248
genuine,38,1460,574,8.087,202.466
genuine,39,1460,578,6.854,221.599
genuine,40,1480,585,9.435,210.854
genuine,41,1480,587,6.567,204.628
genuine,42,1500,593,7.032,209.655
genuine,43,1540,609,10.97,233.544
genuine,44,1480,583,9.614,244.849
genuine,45,1420,562,8.662,214.928
genuine,46,1480,585,8.978,237.39
genuine,47,1460,577,6.858,197.953
genuine,48,1480,582,10.488,198.665
genuine,49,1400,553,12.223,199.062
genuine,50,1420,562,7.466,217.603
genuine,51,1420,556,5.892,198.115
genuine,52,1440,567,9.083,199.154
genuine,53,1480,580,6.763,209.747
genuine,54,1440,564,7.11,210.078
genuine,55,1460,574,9.205,203.472
genuine,56,1420,558,5.591,189.367
genuine,57,1420,557,11.557,209.589
genuine,58,1340,526,6.725,189.251
genuine,59,1460,572,12.665,209.977
genuine,60,1500,586,7.529,229.82
genuine,61,1500,581,5.002,198.5
genuine,62,1400,534,8.562,205.758
genuine,63,1500,574,5.976,195.319
malicious,0,9688,9688,11.514,230.315
