Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1800,585,6.769,224.811
genuine,1,1776,581,5.599,216.144
genuine,2,1848,599,4.647,206.544
genuine,3,1728,565,2.764,217.892
genuine,4,1728,564,5.165,220.077
genuine,5,1752,571,4.326,206.482
genuine,6,1728,569,5.272,225.399
genuine,7,1728,569,8.095,216.364
genuine,8,1704,564,3.359,195.976
genuine,9,1848,608,4.732,216.039
genuine,10,1848,613,4.391,215.977
genuine,11,1680,557,3.932,206.89
genuine,12,1800,591,5.195,219.158
genuine,13,1776,586,4.71,221.181
genuine,14,1728,567,6.99,226.998
genuine,15,1776,583,9.09,224.818
genuine,16,1752,579,7.885,217.715
genuine,17,1632,539,3.702,207.226
genuine,18,1800,595,5.095,216.462
genuine,19,1776,589,3.41,215.581
genuine,20,1728,568,3.033,225.209
genuine,21,1656,549,6.197,214.828
genuine,22,1800,596,7.928,222.742
genuine,23,1728,573,7.207,210.251
genuine,24,1752,577,3.144,201.104
genuine,25,1704,562,3.597,203.397
genuine,26,1920,631,3.965,234.534
genuine,27,1584,521,5.804,185.614
genuine,28,1608,531,4.04,208.936
genuine,29,1776,582,4.862,201.299
genuine,30,1728,570,6.234,212.42
genuine,31,1800,595,4.311,239.49
genuine,32,1800,592,8.7,223.12
genuine,33,1824,600,4.346,216.527
genuine,34,1776,585,10.264,218.724
genuine,35,1680,556,9.824,225.465
genuine,36,1800,592,2.157,209.94
genuine,37,1776,586,10.867,228.404
genuine,38,1728,568,4.874,217.864
genuine,39,1704,565,7.145,217.903
genuine,40,1728,573,8.582,216.018
genuine,41,1776,583,6.068,228.98
genuine,42,1632,541,4.687,224.124
genuine,43,1728,566,7.009,215.418
genuine,44,1728,569,3.665,200.728
genuine,45,1680,551,4.297,206.968
genuine,46,1872,611,5.692,221.707
genuine,47,1848,607,2.543,214.067
genuine,48,1800,585,2.475,205.59
genuine,49,1752,577,10.657,222.787
genuine,50,1776,581,5.281,208.231
genuine,51,1704,561,4.429,208.224
genuine,52,1752,575,6.054,210.879
genuine,53,1776,571,3.687,208.217
genuine,54,1728,566,5.073,226.451
genuine,55,1728,559,8.515,218.53
genuine,56,1632,534,12.292,221.476
genuine,57,1776,575,4.738,224.426
genuine,58,1704,556,7.661,225.926
genuine,59,1704,559,3.942,194.972
genuine,60,1776,576,3.929,223.424
genuine,61,1704,550,8.388,220.04
genuine,62,1632,527,5.69,213.704
genuine,63,1704,551,5.968,232.185
malicious,0,11474,11474,6.96,224.351
