Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1476,639,7.469,218.431
genuine,1,1413,622,10.326,209.917
genuine,2,1377,599,7.692,202.562
genuine,3,1377,599,7.581,189.995
genuine,4,1368,606,9.823,222.056
genuine,5,1440,634,17.089,241.037
genuine,6,1242,545,9.084,188.6
genuine,7,1368,601,6.567,213.507
genuine,8,1440,636,6.392,209.851
genuine,9,1350,588,8.237,201.194
genuine,10,1395,613,8.806,220.606
genuine,11,1395,612,6.257,188.932
genuine,12,1314,576,12.796,194.397
genuine,13,1413,623,13.996,229.916
genuine,14,1467,639,6.199,213.712
genuine,15,1440,631,9.052,201.243
genuine,16,1350,594,6.505,214.184
genuine,17,1422,627,7.81,202.62
genuine,18,1287,568,15.595,205.826
genuine,19,1422,626,5.951,205.779
genuine,20,1332,584,4.066,175.766
genuine,21,1359,595,16.042,236.613
genuine,22,1359,596,7.913,214.606
genuine,23,1404,621,7.52,213.358
genuine,24,1341,592,7.37,184.083
genuine,25,1359,597,11.961,219.314
genuine,26,1377,603,9.531,215.991
genuine,27,1368,599,9.024,186.178
genuine,28,1332,584,11.122,204.369
genuine,29,1404,615,6.237,218.245
genuine,30,1350,596,6.624,194.784
genuine,31,1296,569,6.019,192.54
genuine,32,1341,593,7.589,197.957
genuine,33,1341,589,5.453,190.898
genuine,34,1242,546,13.923,221.302
genuine,35,1332,586,10.581,208.026
genuine,36,1413,622,8.355,226.726
genuine,37,1332,581,8.58,214.191
genuine,38,1341,590,8.017,192.511
genuine,39,1386,606,11.774,218.24
genuine,40,1413,615,12.264,203.363
genuine,41,1341,588,6.711,218.466
genuine,42,1395,608,7.596,207.483
genuine,43,1296,565,7.109,188.406
genuine,44,1314,576,8.245,194.959
genuine,45,1323,581,10.589,194.541
genuine,46,1341,588,9.061,214.068
genuine,47,1314,577,13.904,243.107
genuine,48,1413,620,6.321,190.54
genuine,49,1332,577,11.03,216.358
genuine,50,1386,614,7.688,190.18
genuine,51,1413,625,8.707,201.836
genuine,52,1296,571,10.179,211.087
genuine,53,1314,570,9.921,202.56
genuine,54,1413,621,8.557,248.398
genuine,55,1296,572,9.129,175.8
genuine,56,1332,583,21.271,238.17
genuine,57,1296,560,13.118,211.719
genuine,58,1314,574,13.94,211.68
genuine,59,1377,592,8.1,229.83
genuine,60,1287,559,7.828,199.713
genuine,61,1359,591,15.427,216.274
genuine,62,1341,576,9.339,181.079
genuine,63,1305,548,6.218,181.662
malicious,0,10330,10330,8.407,235.142
