Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7280,717,9.523,729.476
genuine,1,7150,711,5.321,666.243
genuine,2,7350,730,8.447,690.245
genuine,3,7150,712,6.301,680.806
genuine,4,7070,697,6.382,693.063
genuine,5,7160,713,6.316,723.149
genuine,6,7310,724,4.679,670.083
genuine,7,7270,719,5.105,720.498
genuine,8,7300,723,5.427,716.969
genuine,9,7310,726,9.892,697.131
genuine,10,7070,703,9.927,726.229
genuine,11,7320,726,14.431,715.022
genuine,12,7250,716,3.455,662.897
genuine,13,7240,721,5.252,701.561
genuine,14,7330,721,11.141,729.288
genuine,15,7180,708,5.921,716.995
malicious,0,39137,39137,9.56,823.652
