Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1807,548,5.963,201.576
genuine,1,1794,546,4.573,219.642
genuine,2,1833,558,6.351,211.918
genuine,3,1729,526,4.048,194.327
genuine,4,1755,532,1.84,192.732
genuine,5,1742,531,6.411,192.557
genuine,6,1859,566,10.756,220.495
genuine,7,1872,567,2.144,216.523
genuine,8,1794,543,4.779,203.087
genuine,9,1755,533,1.536,199.554
genuine,10,1794,545,3.209,195.938
genuine,11,1755,534,4.964,199.794
genuine,12,1768,538,4.492,194.603
genuine,13,1820,554,5.713,216.036
genuine,14,1781,542,3.261,200.915
genuine,15,1781,541,2.269,192.409
genuine,16,1859,566,4.083,214.749
genuine,17,1820,553,5.82,198.212
genuine,18,1664,506,7.257,201.703
genuine,19,1781,540,2.77,198.498
genuine,20,1859,567,3.118,203.808
genuine,21,1820,555,6.154,210.706
genuine,22,1729,525,3.212,192.611
genuine,23,1833,555,4.688,208.006
genuine,24,1677,509,4.143,199.475
genuine,25,1820,553,5.798,220.755
genuine,26,1768,538,3.676,206.985
genuine,27,1690,513,10.738,205.631
genuine,28,1716,521,3.206,194.614
genuine,29,1885,570,6.84,211.859
genuine,30,1768,535,4.707,209.142
genuine,31,1794,545,6.24,234.056
genuine,32,1703,519,9.615,199.776
genuine,33,1742,532,3.893,204.029
genuine,34,1833,557,3.595,221.345
genuine,35,1885,573,2.639,205.734
genuine,36,1846,563,5.689,206.527
genuine,37,1742,532,4.744,198.373
genuine,38,1846,560,3.926,209.015
genuine,39,1781,543,3.912,200.86
genuine,40,1703,519,3.816,209.361
genuine,41,1742,531,5.53,203.073
genuine,42,1716,519,3.28,197.981
genuine,43,1690,516,3.149,197.119
genuine,44,1742,526,5.479,209.807
genuine,45,1833,554,1.513,208.733
genuine,46,1755,535,3.476,205.015
genuine,47,1755,534,4.063,213.394
genuine,48,1742,528,3.114,196.516
genuine,49,1755,528,7.407,215.097
genuine,50,1742,527,8.675,209.7
genuine,51,1807,549,6.026,210.235
genuine,52,1716,517,5.285,198.022
genuine,53,1820,547,2.909,210.056
genuine,54,1755,527,2.059,193.615
genuine,55,1872,563,3.103,204.743
genuine,56,1716,509,3.586,185.176
genuine,57,1781,533,7.022,208.505
genuine,58,1755,523,6.764,195.195
genuine,59,1742,519,2.686,192.7
genuine,60,1729,515,5.001,203.059
genuine,61,1742,517,1.323,185.337
genuine,62,1716,510,6.499,213.731
genuine,63,1742,509,3.333,214.395
malicious,0,11526,11526,4.786,219.096
