Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7024,1746,4.663,750.629
genuine,1,7248,1805,10.664,753.526
genuine,2,7056,1754,5.492,756.368
genuine,3,7200,1792,7.351,773.201
genuine,4,7216,1800,8.706,780.93
genuine,5,7056,1758,6.544,750.102
genuine,6,7056,1756,9.034,770.613
genuine,7,7344,1827,6.339,741.271
genuine,8,7184,1792,8.814,763.148
genuine,9,7168,1790,7.978,762.5
genuine,10,7200,1797,9.003,788.139
genuine,11,7104,1771,5.616,758.084
genuine,12,7120,1774,9.162,759.871
genuine,13,7200,1792,5.038,758.564
genuine,14,7152,1779,5.998,729.124
genuine,15,7152,1780,5.773,773.132
malicious,0,39815,39815,8.119,772.642
