Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5200,2065,7.665,634.892
genuine,1,5220,2081,10.413,684.396
genuine,2,5260,2099,6.557,632.697
genuine,3,5240,2088,9.407,669.869
genuine,4,5180,2064,11.194,671.371
genuine,5,5200,2073,12.985,713.547
genuine,6,5200,2074,12.006,606.438
genuine,7,5220,2083,7.779,623.974
genuine,8,5240,2089,8.57,637.485
genuine,9,5300,2112,7.872,665.646
genuine,10,5340,2131,7.942,655.252
genuine,11,5260,2102,7.453,666.631
genuine,12,5060,2022,8.979,631.612
genuine,13,5100,2039,6.636,629.813
genuine,14,5180,2063,8.186,625.01
genuine,15,5140,2044,8.598,651.247
malicious,0,33597,33597,12.031,930.138
