Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5400,1788,10.293,614.008
genuine,1,5376,1782,9.572,618.247
genuine,2,5520,1832,11.6,712.179
genuine,3,5496,1822,12.288,725.498
genuine,4,5448,1808,12.815,645.481
genuine,5,5616,1860,6.714,647.203
genuine,6,5664,1880,11.46,676.858
genuine,7,5544,1847,10.098,687.21
genuine,8,5472,1821,8.862,630.674
genuine,9,5448,1811,6.131,649.598
genuine,10,5448,1812,14.78,702.523
genuine,11,5424,1802,10.636,697.128
genuine,12,5496,1828,19.859,674.354
genuine,13,5496,1824,10.297,683.196
genuine,14,5448,1812,11.153,707.16
genuine,15,5448,1812,13.592,668.494
malicious,0,33654,33654,14.319,950.928
