Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,96163,0,42.57,693.768
find,1,141188,0,74.491,1104.445
find,2,10574,0,74.941,38028.855
find,3,1,0,0.49,0.49
insert,4,165,165,0.002,0.004
insert,5,101669,101669,37.258,38.573
insert,6,4133,4133,0.0,0.054
insert,7,101925,101925,0.0,1.317
