Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1719,755,3.881,209.671
genuine,1,1764,776,2.4,216.722
genuine,2,1701,748,11.121,223.176
genuine,3,1719,758,6.245,212.592
genuine,4,1791,786,1.88,213.633
genuine,5,1755,771,10.825,239.919
genuine,6,1665,732,5.544,214.962
genuine,7,1737,766,1.467,206.481
genuine,8,1692,747,4.777,209.266
genuine,9,1755,774,2.181,212.799
genuine,10,1755,771,3.813,223.541
genuine,11,1755,774,7.213,227.484
genuine,12,1791,786,2.799,227.58
genuine,13,1746,767,3.578,221.585
genuine,14,1701,750,6.547,211.997
genuine,15,1701,750,2.728,211.239
genuine,16,1737,766,2.65,223.249
genuine,17,1710,752,3.602,205.725
genuine,18,1773,778,1.607,220.191
genuine,19,1764,777,3.557,211.686
genuine,20,1719,755,5.319,223.157
genuine,21,1710,754,4.244,217.599
genuine,22,1764,779,2.539,209.189
genuine,23,1719,760,1.75,203.152
genuine,24,1701,751,1.612,202.465
genuine,25,1647,725,9.059,229.838
genuine,26,1710,753,5.781,219.665
genuine,27,1683,744,2.78,210.939
genuine,28,1647,726,7.436,234.194
genuine,29,1764,778,8.983,221.186
genuine,30,1683,740,4.221,224.87
genuine,31,1683,738,5.25,207.626
genuine,32,1665,736,6.009,222.219
genuine,33,1692,749,5.68,238.267
genuine,34,1701,747,3.075,218.644
genuine,35,1701,747,3.74,201.888
genuine,36,1791,789,4.338,227.818
genuine,37,1728,763,2.323,215.377
genuine,38,1764,776,6.585,230.63
genuine,39,1710,754,4.529,220.058
genuine,40,1656,725,4.905,224.863
genuine,41,1737,762,4.038,210.764
genuine,42,1737,767,4.542,220.069
genuine,43,1638,717,7.619,208.748
genuine,44,1710,752,3.944,224.077
genuine,45,1728,758,3.213,226.012
genuine,46,1728,761,9.061,223.22
genuine,47,1692,745,1.771,213.083
genuine,48,1647,724,2.467,214.074
genuine,49,1683,740,2.138,204.511
genuine,50,1683,738,3.508,216.803
genuine,51,1728,758,3.815,212.105
genuine,52,1638,719,3.77,205.882
genuine,53,1755,770,5.442,228.559
genuine,54,1674,731,2.865,202.347
genuine,55,1683,740,3.774,215.498
genuine,56,1692,742,5.29,216.029
genuine,57,1665,726,3.82,215.551
genuine,58,1665,727,6.343,210.592
genuine,59,1656,718,3.807,214.346
genuine,60,1710,745,5.59,218.272
genuine,61,1737,754,3.914,215.627
genuine,62,1692,730,2.859,205.42
genuine,63,1647,705,6.319,209.481
malicious,0,10308,10308,8.841,196.615
