Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1820,716,5.79,244.427
genuine,1,1720,679,2.696,215.696
genuine,2,1720,671,6.456,215.523
genuine,3,1800,706,5.366,230.926
genuine,4,1840,722,5.073,222.074
genuine,5,1760,695,4.208,196.123
genuine,6,1780,699,3.992,217.464
genuine,7,1780,700,9.789,238.748
genuine,8,1640,653,9.4,234.68
genuine,9,1740,690,5.345,234.383
genuine,10,1700,675,3.667,210.937
genuine,11,1780,705,6.368,226.65
genuine,12,1740,693,13.534,236.889
genuine,13,1700,673,4.989,211.309
genuine,14,1820,722,8.913,242.103
genuine,15,1740,686,7.027,233.131
genuine,16,1700,671,3.706,207.063
genuine,17,1700,677,7.676,211.185
genuine,18,1700,677,4.912,219.371
genuine,19,1720,677,3.405,207.456
genuine,20,1720,675,3.988,213.874
genuine,21,1740,692,8.456,261.634
genuine,22,1700,676,3.934,217.28
genuine,23,1700,677,4.033,208.466
genuine,24,1740,682,2.1,222.854
genuine,25,1800,710,7.605,237.553
genuine,26,1720,672,4.663,220.818
genuine,27,1720,683,2.865,208.665
genuine,28,1740,689,3.794,228.585
genuine,29,1680,671,3.309,197.398
genuine,30,1680,669,5.495,214.43
genuine,31,1640,643,4.272,204.597
genuine,32,1760,692,2.843,225.07
genuine,33,1720,679,7.002,223.683
genuine,34,1680,671,8.053,249.685
genuine,35,1720,684,5.127,220.924
genuine,36,1720,684,4.584,209.444
genuine,37,1720,683,2.679,202.824
genuine,38,1680,670,3.424,200.92
genuine,39,1760,701,6.305,227.528
genuine,40,1700,674,2.554,204.057
genuine,41,1700,674,2.952,211.036
genuine,42,1700,673,6.565,229.49
genuine,43,1700,674,3.998,222.708
genuine,44,1800,719,5.822,239.131
genuine,45,1720,680,4.077,222.611
genuine,46,1620,642,3.144,208.152
genuine,47,1680,667,5.471,226.846
genuine,48,1720,676,2.512,214.484
genuine,49,1720,685,9.252,228.35
genuine,50,1700,671,5.041,226.357
genuine,51,1760,694,4.546,219.292
genuine,52,1580,620,4.268,209.757
genuine,53,1680,666,8.082,222.797
genuine,54,1700,668,10.476,250.198
genuine,55,1640,641,4.678,216.795
genuine,56,1560,617,3.389,210.001
genuine,57,1740,690,4.617,229.871
genuine,58,1680,665,4.719,209.911
genuine,59,1700,668,3.501,220.075
genuine,60,1720,666,2.987,207.318
genuine,61,1700,661,5.453,228.068
genuine,62,1620,618,8.399,214.313
genuine,63,1800,690,2.644,224.025
malicious,0,11086,11086,6.974,211.97
