Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1472,353,5.631,166.632
genuine,1,1456,359,7.306,184.026
genuine,2,1552,374,13.581,180.218
genuine,3,1408,336,20.5,168.544
genuine,4,1504,364,5.357,183.753
genuine,5,1520,373,8.652,183.647
genuine,6,1536,373,10.685,184.427
genuine,7,1536,375,9.001,176.764
genuine,8,1440,354,11.75,187.881
genuine,9,1472,361,7.456,167.482
genuine,10,1488,368,5.377,178.603
genuine,11,1488,369,9.64,188.124
genuine,12,1456,354,6.588,202.876
genuine,13,1488,365,3.841,150.537
genuine,14,1536,375,13.041,238.252
genuine,15,1456,353,9.422,188.456
genuine,16,1472,365,8.47,155.975
genuine,17,1472,365,15.677,197.436
genuine,18,1488,367,7.68,187.792
genuine,19,1456,359,10.103,177.071
genuine,20,1360,335,10.98,186.039
genuine,21,1408,347,7.114,175.179
genuine,22,1472,359,10.575,165.591
genuine,23,1408,344,5.916,162.093
genuine,24,1488,357,10.543,181.16
genuine,25,1408,344,7.55,182.423
genuine,26,1536,375,8.856,190.529
genuine,27,1392,342,11.131,188.474
genuine,28,1344,331,7.641,175.373
genuine,29,1408,344,14.515,182.62
genuine,30,1520,374,6.892,177.454
genuine,31,1504,366,5.428,186.317
genuine,32,1456,358,6.539,160.656
genuine,33,1408,345,6.746,176.682
genuine,34,1408,345,7.375,147.9
genuine,35,1472,351,11.094,212.547
genuine,36,1360,336,9.93,177.789
genuine,37,1472,364,10.444,180.072
genuine,38,1488,367,9.462,193.315
genuine,39,1408,342,7.152,181.032
genuine,40,1488,367,8.888,177.072
genuine,41,1408,351,6.934,169.841
genuine,42,1408,345,6.102,165.15
genuine,43,1408,347,6.148,163.364
genuine,44,1440,353,7.755,175.031
genuine,45,1440,351,10.463,175.162
genuine,46,1312,315,6.331,151.548
genuine,47,1504,373,9.713,181.956
genuine,48,1472,359,16.361,211.84
genuine,49,1392,337,14.315,178.227
genuine,50,1440,352,6.953,177.094
genuine,51,1424,347,7.797,178.017
genuine,52,1424,353,8.769,212.192
genuine,53,1456,343,12.502,173.202
genuine,54,1392,334,9.229,181.968
genuine,55,1360,329,5.971,171.406
genuine,56,1440,353,9.251,203.518
genuine,57,1488,362,6.198,195.612
genuine,58,1392,333,6.493,163.855
genuine,59,1408,338,11.012,185.766
genuine,60,1360,331,13.838,189.85
genuine,61,1472,359,5.418,165.994
genuine,62,1440,342,8.751,196.844
genuine,63,1392,319,11.207,173.192
malicious,0,9932,9932,7.0,249.11
