Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7423,560,7.706,706.083
genuine,1,7345,558,5.162,738.191
genuine,2,7397,565,9.581,743.435
genuine,3,7306,559,8.737,705.83
genuine,4,7358,564,5.351,711.19
genuine,5,7657,585,6.071,745.732
genuine,6,7488,570,7.332,719.957
genuine,7,7527,572,5.34,758.791
genuine,8,7670,582,9.206,733.109
genuine,9,7540,573,7.337,749.917
genuine,10,7319,555,7.159,721.597
genuine,11,7501,569,5.38,740.098
genuine,12,7423,564,5.099,714.748
genuine,13,7371,559,4.616,725.964
genuine,14,7436,562,4.775,732.499
genuine,15,7423,564,8.496,738.466
malicious,0,39616,39616,5.558,790.759
