Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5473,412,14.675,638.847
genuine,1,5564,425,12.066,660.155
genuine,2,5512,416,12.775,662.501
genuine,3,5369,408,10.529,617.882
genuine,4,5525,419,20.868,741.051
genuine,5,5538,422,11.229,639.047
genuine,6,5460,414,13.383,657.574
genuine,7,5512,413,13.001,607.351
genuine,8,5551,420,8.908,634.86
genuine,9,5304,399,30.368,607.836
genuine,10,5525,421,11.935,644.084
genuine,11,5330,403,12.59,615.867
genuine,12,5603,425,13.494,654.46
genuine,13,5577,425,10.416,632.34
genuine,14,5538,419,14.306,618.475
genuine,15,5577,418,49.015,671.63
malicious,0,32548,32548,28.592,995.757
