Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2340,170,3.429,162.337
genuine,1,2132,155,16.793,170.582
genuine,2,2340,174,5.621,175.067
genuine,3,2236,165,2.955,163.328
genuine,4,2288,167,5.242,166.419
genuine,5,2327,174,11.165,193.989
genuine,6,2262,166,12.656,187.433
genuine,7,2197,164,5.213,154.392
genuine,8,2288,168,7.641,173.385
genuine,9,2314,167,7.202,173.468
genuine,10,2275,168,5.244,165.663
genuine,11,2314,168,4.695,174.609
genuine,12,2249,156,3.572,163.774
genuine,13,2301,170,3.274,158.327
genuine,14,2340,176,6.543,175.272
genuine,15,2275,168,7.778,170.832
genuine,16,2392,176,5.188,161.72
genuine,17,2301,174,7.968,162.795
genuine,18,2275,172,3.857,172.499
genuine,19,2340,179,3.949,171.964
genuine,20,2301,173,6.817,176.455
genuine,21,2288,170,4.768,169.524
genuine,22,2236,164,6.246,166.241
genuine,23,2340,176,10.936,217.005
genuine,24,2327,173,4.895,174.399
genuine,25,2301,171,8.059,165.515
genuine,26,2210,165,5.609,162.9
genuine,27,2314,171,9.148,181.341
genuine,28,2262,172,7.784,175.551
genuine,29,2288,171,10.998,172.263
genuine,30,2288,170,5.968,177.329
genuine,31,2119,159,4.809,156.261
genuine,32,2353,172,3.823,175.665
genuine,33,2262,167,3.751,154.186
genuine,34,2262,163,2.81,165.438
genuine,35,2184,161,5.144,159.711
genuine,36,2249,167,4.035,156.673
genuine,37,2301,167,5.625,171.869
genuine,38,2210,165,7.859,179.529
genuine,39,2184,164,2.313,154.458
genuine,40,2275,167,5.016,158.002
genuine,41,2275,168,4.96,170.811
genuine,42,2249,165,3.729,160.98
genuine,43,2223,167,4.962,180.836
genuine,44,2327,168,3.781,165.726
genuine,45,2119,159,4.687,163.692
genuine,46,2184,157,4.588,162.771
genuine,47,2301,171,6.857,185.446
genuine,48,2249,165,3.789,150.696
genuine,49,2301,163,2.29,160.892
genuine,50,2197,158,6.712,175.673
genuine,51,2236,157,6.111,175.222
genuine,52,2314,174,6.945,183.908
genuine,53,2145,150,6.012,163.828
genuine,54,2275,162,3.36,162.794
genuine,55,2093,149,5.523,159.571
genuine,56,2262,159,2.313,156.196
genuine,57,2262,161,4.076,175.391
genuine,58,2184,158,4.596,158.066
genuine,59,2262,157,5.24,165.653
genuine,60,2288,157,2.178,152.028
genuine,61,2184,147,8.753,159.763
genuine,62,2223,149,5.545,174.572
genuine,63,2262,146,3.818,157.944
malicious,0,11236,11236,11.843,258.24
