Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,6741,2987,7.638,732.036
genuine,1,6858,3042,9.876,786.287
genuine,2,6669,2957,9.512,762.74
genuine,3,6660,2953,10.615,735.801
genuine,4,6687,2963,6.624,765.585
genuine,5,6552,2905,10.867,764.246
genuine,6,6741,2993,8.376,753.015
genuine,7,6714,2976,5.154,728.694
genuine,8,6840,3034,6.294,751.084
genuine,9,6714,2979,8.044,753.622
genuine,10,6795,3014,7.717,759.975
genuine,11,6570,2914,6.93,753.585
genuine,12,6732,2987,7.892,782.252
genuine,13,6741,2988,8.25,781.716
genuine,14,6714,2975,7.334,755.874
genuine,15,6624,2938,6.543,765.711
malicious,0,39887,39887,8.992,744.617
