Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1586,475,5.782,185.903
genuine,1,1651,499,8.47,186.206
genuine,2,1560,471,5.303,192.877
genuine,3,1612,486,2.597,179.274
genuine,4,1625,492,10.901,202.767
genuine,5,1651,502,8.286,178.057
genuine,6,1664,501,9.06,214.61
genuine,7,1625,489,10.851,198.286
genuine,8,1690,515,4.935,196.77
genuine,9,1677,511,7.186,197.128
genuine,10,1664,503,4.272,198.751
genuine,11,1677,506,4.954,199.366
genuine,12,1638,495,7.994,204.705
genuine,13,1638,497,3.96,183.512
genuine,14,1599,483,3.497,181.272
genuine,15,1625,493,5.296,186.588
genuine,16,1716,520,7.636,225.967
genuine,17,1664,502,7.198,206.639
genuine,18,1651,495,6.701,222.573
genuine,19,1612,491,4.79,189.626
genuine,20,1651,504,4.381,178.524
genuine,21,1560,477,4.455,185.379
genuine,22,1586,479,10.764,199.27
genuine,23,1612,489,4.363,206.563
genuine,24,1690,513,6.22,209.913
genuine,25,1508,461,5.193,168.598
genuine,26,1625,496,2.673,175.363
genuine,27,1560,477,4.652,184.34
genuine,28,1625,486,5.474,195.505
genuine,29,1651,496,6.084,196.223
genuine,30,1729,520,5.055,197.439
genuine,31,1586,486,3.561,192.986
genuine,32,1612,492,4.921,192.671
genuine,33,1716,523,11.602,217.32
genuine,34,1664,505,4.304,198.392
genuine,35,1664,505,7.815,193.266
genuine,36,1573,475,8.378,193.214
genuine,37,1625,492,15.871,209.903
genuine,38,1573,473,6.43,178.887
genuine,39,1612,487,10.194,198.024
genuine,40,1586,476,6.415,199.249
genuine,41,1612,493,6.383,207.668
genuine,42,1612,490,3.409,180.441
genuine,43,1664,508,4.12,184.8
genuine,44,1651,502,4.829,197.945
genuine,45,1521,460,6.063,199.488
genuine,46,1612,492,2.968,175.313
genuine,47,1521,465,3.14,173.344
genuine,48,1573,478,5.007,192.094
genuine,49,1625,494,7.835,204.34
genuine,50,1612,489,5.915,195.781
genuine,51,1651,496,3.673,191.415
genuine,52,1599,483,10.253,197.876
genuine,53,1560,466,5.498,185.417
genuine,54,1599,478,7.893,190.579
genuine,55,1560,473,4.459,187.638
genuine,56,1625,488,10.527,213.638
genuine,57,1664,493,8.869,208.219
genuine,58,1638,496,3.701,184.371
genuine,59,1534,460,7.78,192.493
genuine,60,1716,510,7.439,207.324
genuine,61,1638,481,6.983,209.355
genuine,62,1677,499,17.723,221.702
genuine,63,1586,469,3.503,182.57
malicious,0,11871,11871,9.164,239.746
