Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2169,235,5.762,185.203
genuine,1,2124,227,4.27,182.173
genuine,2,2133,230,3.081,162.749
genuine,3,2115,228,5.188,170.731
genuine,4,2178,238,5.288,187.322
genuine,5,2178,236,2.201,159.389
genuine,6,2142,230,7.287,158.974
genuine,7,2043,222,5.308,166.832
genuine,8,2061,221,8.226,172.381
genuine,9,2124,228,3.308,164.318
genuine,10,2052,221,11.155,164.045
genuine,11,2142,231,6.637,177.81
genuine,12,2088,223,9.433,184.99
genuine,13,2088,225,3.673,168.278
genuine,14,2169,232,6.533,197.857
genuine,15,2088,225,6.823,176.072
genuine,16,1989,213,8.921,157.799
genuine,17,2097,223,4.511,188.909
genuine,18,1998,213,10.17,165.048
genuine,19,2115,228,5.837,180.749
genuine,20,2115,232,3.909,168.596
genuine,21,2133,230,2.055,155.639
genuine,22,2196,235,5.168,193.375
genuine,23,2151,229,6.761,167.397
genuine,24,2133,233,8.432,192.936
genuine,25,2124,227,8.151,165.036
genuine,26,2124,229,5.719,180.779
genuine,27,2115,229,7.209,176.252
genuine,28,2151,235,2.06,156.488
genuine,29,2124,233,11.596,176.423
genuine,30,2124,227,3.849,169.49
genuine,31,2115,228,5.245,181.397
genuine,32,2097,224,3.136,156.516
genuine,33,2052,225,3.971,178.039
genuine,34,2169,233,8.815,181.055
genuine,35,2142,229,4.387,167.261
genuine,36,2133,231,11.859,175.359
genuine,37,2070,224,5.789,167.665
genuine,38,2043,219,4.695,156.071
genuine,39,2133,232,8.56,162.404
genuine,40,2052,224,4.013,149.466
genuine,41,2043,220,6.31,167.811
genuine,42,1980,215,3.359,158.817
genuine,43,2034,223,4.073,165.508
genuine,44,2106,225,5.436,167.062
genuine,45,2052,221,2.299,157.392
genuine,46,2043,221,14.356,159.126
genuine,47,2052,222,5.917,176.061
genuine,48,2016,217,6.957,179.404
genuine,49,1962,209,3.479,149.033
genuine,50,1989,198,10.612,183.939
genuine,51,2070,221,6.593,177.703
genuine,52,2097,223,4.091,168.857
genuine,53,2070,219,9.206,206.867
genuine,54,2043,218,8.952,166.214
genuine,55,1989,216,5.518,156.165
genuine,56,2034,210,6.486,175.589
genuine,57,2124,215,7.882,179.264
genuine,58,2043,219,15.318,171.218
genuine,59,2106,221,3.226,167.977
genuine,60,2061,215,8.524,183.749
genuine,61,2025,204,7.853,167.976
genuine,62,1917,190,4.654,139.857
genuine,63,2070,193,8.563,168.208
malicious,0,11559,11559,10.78,251.121
