Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5236,2453,5.177,586.556
genuine,1,5015,2349,13.09,616.153
genuine,2,5168,2423,10.651,623.494
genuine,3,5134,2412,8.428,655.735
genuine,4,5134,2409,11.278,619.11
genuine,5,5066,2377,11.237,618.274
genuine,6,5304,2486,7.159,617.103
genuine,7,5270,2476,9.573,680.215
genuine,8,5066,2383,14.529,618.401
genuine,9,4998,2349,10.14,628.277
genuine,10,5304,2492,9.884,692.152
genuine,11,5304,2485,8.728,644.53
genuine,12,5236,2458,12.554,612.545
genuine,13,5219,2451,6.78,597.053
genuine,14,5049,2368,7.714,660.763
genuine,15,5423,2546,10.809,702.245
malicious,0,33671,33671,12.668,948.163
