Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5559,2606,7.717,684.692
genuine,1,5525,2593,7.213,634.519
genuine,2,5406,2539,11.022,708.691
genuine,3,5525,2596,10.873,699.162
genuine,4,5508,2586,9.855,675.125
genuine,5,5440,2552,6.691,656.039
genuine,6,5746,2697,11.789,686.505
genuine,7,5593,2626,9.896,706.122
genuine,8,5372,2520,6.573,704.918
genuine,9,5457,2563,17.152,707.996
genuine,10,5508,2587,11.014,707.021
genuine,11,5508,2586,8.261,682.637
genuine,12,5491,2576,8.362,691.171
genuine,13,5474,2568,9.746,687.973
genuine,14,5474,2570,9.816,669.902
genuine,15,5678,2664,10.859,725.208
malicious,0,33791,33791,10.861,882.841
