Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,6435,1975,9.735,676.035
genuine,1,6656,2044,7.155,705.043
genuine,2,6409,1970,9.68,719.176
genuine,3,6591,2025,8.291,677.503
genuine,4,6279,1925,4.985,631.62
genuine,5,6656,2040,8.695,705.635
genuine,6,6643,2035,5.548,667.588
genuine,7,6539,2000,17.107,712.439
genuine,8,6474,1982,11.842,691.286
genuine,9,6552,2008,10.387,718.278
genuine,10,6669,2048,3.066,659.305
genuine,11,6500,1993,8.386,708.202
genuine,12,6565,2010,9.37,703.413
genuine,13,6448,1979,11.442,713.105
genuine,14,6474,1985,5.801,661.674
genuine,15,6019,1846,11.762,623.713
malicious,0,38361,38361,16.675,734.043
