Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,5754,3828,9.25,576.223
genuine,1,5520,3673,10.427,561.323
genuine,2,5826,3877,10.266,557.227
genuine,3,5538,3686,8.399,548.402
genuine,4,5598,3724,8.588,553.913
genuine,5,5550,3696,5.395,553.521
genuine,6,5670,3770,8.526,585.155
genuine,7,5808,3866,6.885,567.324
genuine,8,5544,3691,7.184,531.458
genuine,9,5754,3828,8.917,549.515
genuine,10,5670,3773,9.633,528.92
genuine,11,5592,3720,12.859,549.877
genuine,12,5514,3674,7.057,587.311
genuine,13,5748,3828,11.686,565.839
genuine,14,5658,3765,10.861,602.568
genuine,15,5562,3698,9.743,526.343
malicious,0,30831,30831,16.884,1019.577
