Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1508,914,5.249,220.164
genuine,1,1573,957,5.383,232.251
genuine,2,1547,944,4.038,217.031
genuine,3,1521,926,8.916,205.084
genuine,4,1495,909,12.393,229.243
genuine,5,1482,905,14.138,253.739
genuine,6,1456,880,3.174,191.282
genuine,7,1469,898,7.599,219.339
genuine,8,1456,888,4.839,205.622
genuine,9,1612,986,5.649,211.807
genuine,10,1482,907,9.48,233.142
genuine,11,1547,948,5.194,220.126
genuine,12,1495,914,2.244,210.596
genuine,13,1482,905,4.347,213.511
genuine,14,1495,915,2.94,212.12
genuine,15,1612,986,4.559,229.877
genuine,16,1586,973,4.85,207.698
genuine,17,1508,922,13.044,213.928
genuine,18,1508,920,4.253,206.844
genuine,19,1560,953,3.545,214.192
genuine,20,1521,929,8.002,217.636
genuine,21,1495,912,4.258,204.287
genuine,22,1573,959,4.427,209.966
genuine,23,1417,866,4.714,214.928
genuine,24,1443,879,7.777,203.781
genuine,25,1482,898,5.812,210.305
genuine,26,1521,929,7.99,227.513
genuine,27,1508,926,5.33,221.479
genuine,28,1482,907,5.674,221.958
genuine,29,1430,874,4.719,213.318
genuine,30,1430,869,7.55,224.671
genuine,31,1417,862,8.934,216.159
genuine,32,1443,882,3.443,207.857
genuine,33,1456,888,6.254,232.226
genuine,34,1495,913,6.28,222.733
genuine,35,1534,936,8.753,216.99
genuine,36,1482,902,4.309,222.38
genuine,37,1495,915,4.903,212.898
genuine,38,1495,915,8.077,202.15
genuine,39,1456,891,5.929,212.899
genuine,40,1482,907,5.491,220.45
genuine,41,1508,917,7.991,214.547
genuine,42,1482,906,3.978,203.489
genuine,43,1417,869,5.962,209.202
genuine,44,1508,921,8.251,222.611
genuine,45,1469,900,2.486,197.921
genuine,46,1534,934,6.392,222.48
genuine,47,1482,905,2.517,200.546
genuine,48,1430,870,10.636,219.732
genuine,49,1456,888,16.123,236.667
genuine,50,1456,886,9.252,220.062
genuine,51,1456,888,4.663,213.642
genuine,52,1495,910,6.894,219.112
genuine,53,1495,910,4.618,208.691
genuine,54,1482,898,3.78,218.718
genuine,55,1430,872,10.328,225.133
genuine,56,1482,898,9.104,215.921
genuine,57,1469,892,2.628,206.303
genuine,58,1495,909,6.783,239.028
genuine,59,1365,828,9.085,209.313
genuine,60,1430,860,6.091,213.262
genuine,61,1456,882,2.762,203.373
genuine,62,1482,894,10.913,237.338
genuine,63,1482,883,7.491,223.199
malicious,0,10849,10849,13.514,242.546
