Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,1296,635,15.508,212.669
genuine,1,1296,636,8.368,194.283
genuine,2,1376,683,18.784,210.64
genuine,3,1392,688,8.533,228.122
genuine,4,1344,664,10.912,220.011
genuine,5,1296,639,8.323,200.576
genuine,6,1328,659,11.454,225.465
genuine,7,1328,656,7.256,187.137
genuine,8,1328,652,13.378,224.276
genuine,9,1280,630,7.043,194.907
genuine,10,1296,642,10.007,187.081
genuine,11,1376,684,12.915,233.381
genuine,12,1280,631,7.509,220.717
genuine,13,1248,617,8.374,188.618
genuine,14,1328,657,5.045,193.315
genuine,15,1248,617,9.592,215.443
genuine,16,1392,685,11.962,202.391
genuine,17,1264,628,10.596,203.329
genuine,18,1344,664,15.046,232.186
genuine,19,1344,663,11.265,214.235
genuine,20,1280,634,11.054,203.423
genuine,21,1312,655,13.712,205.55
genuine,22,1328,660,11.415,206.365
genuine,23,1312,646,11.204,203.008
genuine,24,1248,620,5.198,204.885
genuine,25,1360,672,7.246,212.886
genuine,26,1184,585,20.281,194.524
genuine,27,1312,652,7.884,215.548
genuine,28,1264,625,9.244,209.794
genuine,29,1296,638,10.041,211.481
genuine,30,1360,674,12.16,227.874
genuine,31,1312,650,6.932,234.139
genuine,32,1312,646,5.496,191.825
genuine,33,1216,604,3.928,155.162
genuine,34,1280,633,5.754,212.318
genuine,35,1296,642,6.516,202.915
genuine,36,1344,665,6.643,211.494
genuine,37,1328,660,6.351,218.862
genuine,38,1216,603,10.029,228.907
genuine,39,1296,641,5.949,188.107
genuine,40,1312,651,10.116,214.043
genuine,41,1328,656,7.88,210.23
genuine,42,1312,647,8.098,218.247
genuine,43,1248,617,5.796,180.545
genuine,44,1264,621,11.241,206.365
genuine,45,1312,648,5.633,204.118
genuine,46,1296,636,10.477,195.555
genuine,47,1264,621,20.421,233.582
genuine,48,1232,605,13.37,228.985
genuine,49,1328,655,11.605,225.313
genuine,50,1312,648,10.471,198.902
genuine,51,1264,625,8.424,214.779
genuine,52,1312,641,13.66,253.398
genuine,53,1264,628,7.929,222.588
genuine,54,1312,643,10.728,210.738
genuine,55,1392,681,6.951,234.121
genuine,56,1248,617,9.3,201.294
genuine,57,1312,645,11.499,218.687
genuine,58,1360,669,10.041,204.142
genuine,59,1232,606,7.173,187.011
genuine,60,1264,616,9.255,198.021
genuine,61,1328,643,5.693,196.308
genuine,62,1344,651,6.743,187.917
genuine,63,1248,596,17.022,232.396
malicious,0,10936,10936,8.574,232.461
