4,"[[17304, 16965, 17104, 16605, 17328, 16903, 16939, 16852, 16621, 16960, 16868, 16754]]","[[9394, 9497, 9380, 9292, 9038, 8932, 9747, 9630, 9007]]","[[6283, 6386, 6440, 6503, 6425, 6452]]","[[4626, 4549, 4747]]"
8,"[[2047, 2105, 2056, 2245, 2131, 2076, 2126, 2039, 2162, 1850, 1847, 2132, 2090, 2152, 2027, 2103, 1879, 2022, 2064, 2156, 2137, 1905, 1843, 1825]]","[[1468, 1232, 1577, 1475, 1441, 1539, 1171, 1538, 1500, 1279, 1549, 1596, 1556, 1559, 1212, 1214, 1515, 1451, 1467, 1529, 1177]]","[[1082, 1100, 1102, 1136, 1096, 1004, 998, 1081, 1049, 1009, 1095, 1135, 1018, 1024, 1064, 1180, 1013, 1060]]","[[863, 831, 882, 903, 856, 836, 900, 898, 886, 856, 853, 842, 860, 840, 877]]","[[647, 694, 749, 720, 700, 712, 726, 702, 724, 750, 751, 710]]","[[580, 570, 550, 561, 551, 548, 578, 601, 598]]","[[497, 511, 548, 547, 529, 481]]","[[440, 463, 459]]"
10,"[[1087, 1091, 994, 1073, 982, 963, 1029, 972, 823, 1091, 1143, 984, 1008, 1073, 1026, 1017, 973, 1027, 1040, 847, 1045, 1034, 1000, 944, 1039, 1030, 859, 1013, 1026, 1071]]","[[747, 736, 755, 760, 816, 765, 744, 775, 727, 715, 717, 752, 587, 738, 744, 788, 735, 808, 755, 560, 760, 789, 656, 763, 765, 752, 721]]","[[442, 595, 587, 604, 635, 583, 562, 594, 611, 626, 564, 551, 606, 562, 440, 586, 617, 628, 491, 619, 601, 564, 594, 645]]","[[498, 474, 511, 483, 483, 478, 535, 483, 490, 484, 526, 503, 502, 480, 496, 483, 546, 499, 537, 448, 450]]","[[418, 415, 413, 393, 425, 419, 432, 382, 288, 277, 367, 368, 379, 474, 424, 276, 424, 400]]","[[353, 300, 362, 335, 341, 340, 360, 346, 339, 321, 376, 367, 377, 313, 338]]","[[274, 313, 303, 271, 287, 294, 297, 293, 302, 301, 307, 296]]","[[300, 237, 274, 246, 251, 282, 288, 295, 264]]","[[222, 263, 260, 243, 237, 260]]","[[222, 230, 230]]"
