Number of Applications,Ratio 0,Ratio 1,Fairness Index
2,0,25,0.60259435109953
Number of Applications,Ratio 0,Ratio 1,Fairness Index
2,"[0, 25]",0.60259435109953
Number of Applications,Ratios,Fairness Index
1,25,0.2733665868383954
2,0,0,0.9999159121601634
2,0,100,0.9173899098180537
2,0,75,0.8104667834480263
2,0,50,0.7065333320629066
2,0,25,0.60259435109953
2,25,25,0.2611071055622351
2,25,50,0.38422261485811143
2,25,75,0.5072707795907907
2,25,0,0.6031677343131661
2,25,100,0.6304397689551807
2,50,100,0.7535793544254913
2,50,75,0.6303928679868211
2,50,25,0.38406602728797495
2,50,0,0.6933413178097465
2,50,50,0.5072049655716502
2,75,50,0.6303694948690728
2,75,75,0.7535717265423191
2,75,0,0.8102019160028665
2,75,25,0.5072694363285314
2,75,100,0.8767829220091061
2,100,50,0.7535896361202169
2,100,100,0.9999986210048512
2,100,0,0.9171148522939068
2,100,75,0.876776020018595
2,100,25,0.6303949886961226
4,25,25,25,25,0.2655512441469028
4,25,25,100,100,0.6311744483188743
4,25,100,100,100,0.8152553241203696
4,25,25,25,100,0.44884245283137414
8,25,25,25,25,25,100,100,100,0.5358359292527953
8,25,25,25,100,100,100,100,100,0.7204751089019078
8,25,25,25,25,25,25,25,25,0.25672588623357195
8,25,100,100,100,100,100,100,100,0.9021264179891697
8,25,25,100,100,100,100,100,100,0.8127298473945075
8,25,25,25,25,25,25,25,100,0.34918386544992874
8,25,25,25,25,100,100,100,100,0.6275430893413774
8,25,25,25,25,25,25,100,100,0.4402146216222597
10,25,25,100,100,100,100,100,100,100,100,0.8503230205680227
10,25,25,25,25,25,100,100,100,100,100,0.6262192811667856
10,25,25,25,100,100,100,100,100,100,100,0.7761858448972826
10,25,100,100,100,100,100,100,100,100,100,0.9244978261524013
10,25,25,25,25,25,25,25,25,100,100,0.40061082749200916
10,25,25,25,25,25,25,100,100,100,100,0.5520471055132439
10,25,25,25,25,25,25,25,25,25,100,0.328825296728836
10,25,25,25,25,25,25,25,25,25,25,0.2517467410531164
10,25,25,25,25,100,100,100,100,100,100,0.701814322087424
10,25,25,25,25,25,25,25,100,100,100,0.47680014542117
Number of Applications,Ratios,Fairness Index
1,0,0.999999972911124
1,25,0.27314872183918926
1,50,0.5152639293915493
1,75,0.7574588273000201
1,100,0.9999995281458196
2,0,0,0.9999995281317522
2,0,100,0.4998024305328972
2,0,75,0.37677516082529233
2,0,50,0.2535453388643125
2,0,25,0.1305215202938956
2,25,25,0.2559784915471915
2,25,50,0.3797240576464429
2,25,75,0.5028509160518357
2,25,0,0.13063783945280033
2,25,100,0.6260091174914791
2,50,100,0.751171927748835
2,50,75,0.6270423934180087
2,50,25,0.37995186682190313
2,50,0,0.25350588574379784
2,50,50,0.5038558810669356
2,75,50,0.627015325392446
2,75,75,0.7519339074381921
2,75,0,0.3767577275230505
2,75,25,0.50269727946259
2,75,100,0.8759310324644928
2,100,50,0.7513731925108492
2,100,0,0.4997543757521762
2,100,75,0.8758376478813792
2,100,25,0.6259987686957607
4,25,25,25,25,0.25354131765585514
4,25,25,100,100,0.6254696282676783
4,25,100,100,100,0.8125821696715777
4,25,25,25,100,0.4389284232020729
8,25,25,25,25,25,100,100,100,0.5286767320907658
8,25,25,25,100,100,100,100,100,0.7185251258391245
8,25,25,25,25,25,25,25,25,0.2502239911316112
8,25,100,100,100,100,100,100,100,0.905907627816496
8,25,25,100,100,100,100,100,100,0.8123231336542659
8,25,25,25,25,25,25,25,100,0.3425499029007717
8,25,25,25,25,100,100,100,100,0.621770039028229
8,25,25,25,25,25,25,100,100,0.4376905491513413
10,25,25,100,100,100,100,100,100,100,100,0.8497578381909565
10,25,25,25,25,25,100,100,100,100,100,0.6247757975769141
10,25,25,25,100,100,100,100,100,100,100,0.7746477485442987
10,25,100,100,100,100,100,100,100,100,100,0.9246247717036837
10,25,25,25,25,25,25,25,25,100,100,0.39828963847211435
10,25,25,25,25,25,25,100,100,100,100,0.5472089715363359
10,25,25,25,25,25,25,25,25,25,100,0.32383815974987834
10,25,25,25,25,25,25,25,25,25,25,0.2500272925489474
10,25,25,25,25,100,100,100,100,100,100,0.6498261334064719
10,25,25,25,25,25,25,25,100,100,100,0.44986400724485787
