Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,3956240,1.19,24511.117,39105.000
insert,0,1292557,1.141,251.25,39105.000
insert,0,1242709,0.02,233.745,39105.000
insert,0,1269027,0.554,238.845,39105.000
insert,1,54428572,1.183,3030.006,39105.000
insert,1,58930171,1.149,3943.229,39105.000
insert,1,57895347,2.646,3206.751,39105.000
insert,1,61436314,1.183,3690.242,39105.000
Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,3956240,1.19,24511.117,39105.000
insert,0,1292557,1.141,251.25,39105.000
insert,0,1242709,0.02,233.745,39105.000
insert,0,1269027,0.554,238.845,39105.000
insert,1,54428572,1.183,3030.006,39105.000
insert,1,58930171,1.149,3943.229,39105.000
insert,1,57895347,2.646,3206.751,39105.000
insert,1,61436314,1.183,3690.242,39105.000
Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,3956240,1.19,24511.117,39105.000
insert,0,1292557,1.141,251.25,39105.000
insert,0,1242709,0.02,233.745,39105.000
insert,0,1269027,0.554,238.845,39105.000
insert,1,54428572,1.183,3030.006,39105.000
insert,1,58930171,1.149,3943.229,39105.000
insert,1,57895347,2.646,3206.751,39105.000
insert,1,61436314,1.183,3690.242,39105.000
