Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,9984,3072,7.888,355.173
genuine,1,10270,3160,7.981,321.814
genuine,2,10478,3224,11.638,332.879
genuine,3,9828,3024,6.184,331.916
genuine,4,9919,3052,7.08,347.065
genuine,5,10257,3156,7.402,345.031
genuine,6,10400,3200,6.353,337.913
genuine,7,10205,3140,6.714,343.106
genuine,8,10270,3160,6.48,349.586
genuine,9,9763,3004,9.674,343.521
genuine,10,10426,3208,4.575,317.949
genuine,11,10049,3092,8.543,362.261
genuine,12,10140,3120,7.322,330.047
genuine,13,10452,3216,10.454,330.843
genuine,14,10400,3200,3.162,318.249
genuine,15,9906,3048,10.676,352.614
malicious,0,60134,60134,10.93,1500.585
