Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7327,431,4.58,198.799
genuine,1,7548,444,8.096,237.773
genuine,2,7225,425,12.908,275.365
genuine,3,7599,447,7.892,241.965
genuine,4,7225,425,7.702,220.666
genuine,5,7327,431,5.736,197.422
genuine,6,7565,445,6.532,222.94
genuine,7,7174,422,9.138,231.956
genuine,8,7480,440,7.575,237.803
genuine,9,7327,431,5.178,222.648
genuine,10,7463,439,10.972,256.806
genuine,11,7395,435,6.143,206.898
genuine,12,7293,429,4.857,218.725
genuine,13,7344,432,7.591,247.805
genuine,14,7378,434,9.601,244.205
genuine,15,7361,433,4.84,227.396
malicious,0,69240,69240,15.977,2318.887
