Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,44013,14671,0.071,1.648
genuine,1,41655,13885,0.466,2.166
genuine,2,42696,14232,0.605,2.898
genuine,3,42738,14246,0.12,1.513
genuine,4,42915,14305,0.194,1.992
genuine,5,44874,14958,0.072,1.62
genuine,6,36513,12171,0.367,2.294
genuine,7,45432,15144,1.04,3.959
genuine,8,42297,14099,0.441,2.941
genuine,9,39360,13120,0.159,1.746
genuine,10,42540,14180,0.065,1.556
genuine,11,43455,14485,2.592,4.673
genuine,12,42840,14280,0.778,3.154
genuine,13,40140,13380,0.147,1.794
genuine,14,42621,14207,0.392,2.306
genuine,15,43839,14613,0.491,2.398
malicious,0,50606966,50606966,24.093,2664.643
