Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7120,3560,8.23,234.787
genuine,1,7008,3504,9.668,222.411
genuine,2,7104,3552,6.072,221.823
genuine,3,7040,3520,5.876,249.688
genuine,4,7120,3560,9.372,286.603
genuine,5,7104,3552,6.832,243.662
genuine,6,7168,3584,11.318,236.818
genuine,7,7344,3672,10.892,247.088
genuine,8,7264,3632,4.885,228.629
genuine,9,7056,3528,6.594,228.83
genuine,10,7216,3608,5.685,229.367
genuine,11,7152,3576,6.041,224.357
genuine,12,7488,3744,26.034,271.685
genuine,13,7136,3568,5.328,241.418
genuine,14,6944,3472,7.214,238.092
genuine,15,7040,3520,8.328,239.665
malicious,0,58294,58294,26.501,2054.588
