Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2860,572,7.3,115.727
genuine,1,2920,584,7.256,93.866
genuine,2,2900,580,4.62,90.579
genuine,3,2800,560,12.616,97.874
genuine,4,2820,564,11.94,103.656
genuine,5,2860,572,9.233,118.024
genuine,6,2780,556,10.105,111.504
genuine,7,2820,564,1.965,89.936
genuine,8,2680,536,7.747,96.452
genuine,9,2780,556,4.691,88.987
genuine,10,2980,596,8.111,118.459
genuine,11,2780,556,7.198,94.503
genuine,12,2800,560,6.449,93.08
genuine,13,2840,568,3.907,96.289
genuine,14,2620,524,2.141,86.09
genuine,15,2740,548,7.962,104.11
genuine,16,2780,556,12.925,110.053
genuine,17,2900,580,3.228,89.431
genuine,18,2700,540,5.751,97.333
genuine,19,2680,536,5.202,95.43
genuine,20,2800,560,5.26,97.277
genuine,21,2800,560,3.345,95.463
genuine,22,2740,548,6.878,93.467
genuine,23,2880,576,5.421,105.282
genuine,24,2800,560,2.996,89.172
genuine,25,2680,536,6.425,100.359
genuine,26,2900,580,8.983,104.091
genuine,27,2820,564,5.85,116.099
genuine,28,2680,536,2.8,92.005
genuine,29,2800,560,9.808,101.227
genuine,30,2700,540,6.495,90.216
genuine,31,2640,528,6.586,99.228
genuine,32,2660,532,9.76,106.163
genuine,33,2720,544,2.427,90.226
genuine,34,2780,556,2.674,83.918
genuine,35,2800,560,8.773,118.689
genuine,36,2620,524,5.447,92.358
genuine,37,2780,556,2.933,91.992
genuine,38,2760,552,6.388,107.287
genuine,39,2880,576,7.218,99.916
genuine,40,2660,532,7.247,105.26
genuine,41,2780,556,4.675,99.534
genuine,42,2820,564,3.923,103.443
genuine,43,2820,564,5.063,101.078
genuine,44,2760,552,7.444,106.549
genuine,45,2600,520,12.059,109.1
genuine,46,2880,576,5.355,94.65
genuine,47,2960,592,25.493,126.965
genuine,48,2760,552,6.65,99.747
genuine,49,2880,576,6.554,95.034
genuine,50,2780,556,7.522,104.866
genuine,51,2880,576,6.456,96.608
genuine,52,2840,568,4.821,94.695
genuine,53,2680,536,6.049,106.381
genuine,54,2900,580,6.868,104.19
genuine,55,2640,528,6.344,88.941
genuine,56,2840,568,4.236,86.827
genuine,57,2840,568,7.144,108.254
genuine,58,2740,548,5.987,102.042
genuine,59,2860,572,6.333,99.999
genuine,60,2760,552,1.983,86.859
genuine,61,2880,576,4.565,100.472
genuine,62,2860,572,6.652,97.522
genuine,63,2840,568,3.017,95.435
malicious,0,17655,17655,11.878,447.757
