Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,8126,3824,9.734,289.555
genuine,1,8466,3984,7.284,288.545
genuine,2,8245,3880,9.076,298.96
genuine,3,8245,3880,6.867,280.767
genuine,4,8194,3856,6.44,297.884
genuine,5,8398,3952,10.827,317.963
genuine,6,8330,3920,8.068,311.81
genuine,7,8330,3920,11.965,312.754
genuine,8,8449,3976,9.62,310.348
genuine,9,8398,3952,6.958,302.457
genuine,10,8024,3776,7.878,313.768
genuine,11,8296,3904,8.457,311.881
genuine,12,8347,3928,7.126,292.324
genuine,13,8415,3960,9.597,282.606
genuine,14,8279,3896,8.985,289.157
genuine,15,8347,3928,6.082,280.665
malicious,0,61309,61309,16.026,1946.65
