Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3419,263,7.647,114.347
genuine,1,3263,251,1.431,97.201
genuine,2,3211,247,3.489,106.81
genuine,3,3302,254,4.71,113.594
genuine,4,3302,254,2.508,107.286
genuine,5,3380,260,6.005,110.43
genuine,6,3393,261,3.589,106.527
genuine,7,3263,251,1.498,98.094
genuine,8,3341,257,3.659,107.48
genuine,9,3328,256,3.738,105.212
genuine,10,3419,263,7.769,122.683
genuine,11,3237,249,2.476,112.994
genuine,12,3276,252,5.061,110.97
genuine,13,3354,258,4.599,112.456
genuine,14,3237,249,6.756,108.776
genuine,15,3380,260,2.042,105.363
genuine,16,3172,244,3.219,98.484
genuine,17,3341,257,3.012,104.116
genuine,18,3276,252,12.189,120.455
genuine,19,3172,244,3.113,105.88
genuine,20,3341,257,2.787,106.571
genuine,21,3341,257,3.042,102.465
genuine,22,3328,256,2.833,103.84
genuine,23,3237,249,3.181,103.036
genuine,24,3328,256,4.507,104.595
genuine,25,3406,262,4.792,109.524
genuine,26,3315,255,1.418,94.612
genuine,27,3367,259,2.3,107.092
genuine,28,3263,251,3.295,112.963
genuine,29,3302,254,3.353,110.976
genuine,30,3198,246,2.379,112.819
genuine,31,3315,255,8.073,114.94
genuine,32,3315,255,3.591,108.218
genuine,33,3289,253,2.829,108.975
genuine,34,3315,255,4.598,110.963
genuine,35,3419,263,6.15,115.188
genuine,36,3276,252,2.357,101.287
genuine,37,3328,256,2.962,104.507
genuine,38,3237,249,2.355,109.302
genuine,39,3419,263,6.625,118.431
genuine,40,3302,254,1.043,95.521
genuine,41,3341,257,2.435,108.499
genuine,42,3263,251,1.101,97.657
genuine,43,3471,267,5.136,103.675
genuine,44,3289,253,3.852,109.486
genuine,45,3393,261,2.525,106.577
genuine,46,3328,256,3.002,101.481
genuine,47,3302,254,6.829,107.415
genuine,48,3289,253,6.631,114.925
genuine,49,3315,255,2.223,103.579
genuine,50,3341,257,8.454,115.188
genuine,51,3276,252,5.254,122.275
genuine,52,3484,268,1.555,105.579
genuine,53,3302,254,2.104,114.733
genuine,54,3250,250,6.856,122.776
genuine,55,3276,252,1.285,97.954
genuine,56,3263,251,6.887,111.47
genuine,57,3250,250,2.253,108.31
genuine,58,3367,259,7.467,122.133
genuine,59,3367,259,1.678,97.131
genuine,60,3302,254,2.13,99.783
genuine,61,3302,254,6.941,111.556
genuine,62,3380,260,2.771,106.33
genuine,63,3224,248,4.683,108.341
malicious,0,21199,21199,3.509,354.116
