Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,35156904,0,0.552,13489.583
find,1,8228035,0,0.058,4158.628
find,2,7541480,0,0.518,3289.837
find,3,7916551,0,0.691,3032.67
insert,4,7572469,7572469,0.019,1362.566
insert,5,7717135,7717135,0.016,1634.615
insert,6,7601198,7601198,0.225,1804.303
insert,7,8667646,8667646,0.054,2499.416
