Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,10992,2748,7.932,344.152
genuine,1,10992,2748,6.096,346.866
genuine,2,11232,2808,8.86,371.528
genuine,3,11040,2760,10.72,367.017
genuine,4,10624,2656,4.412,341.484
genuine,5,11072,2768,4.863,348.773
genuine,6,10896,2724,4.303,348.419
genuine,7,10848,2712,7.29,379.361
genuine,8,10816,2704,10.545,374.432
genuine,9,11168,2792,4.065,360.857
genuine,10,10672,2668,7.842,330.848
genuine,11,10624,2656,6.885,338.236
genuine,12,10944,2736,10.273,338.296
genuine,13,11136,2784,6.933,374.409
genuine,14,10672,2668,6.966,349.649
genuine,15,10960,2740,2.972,346.311
malicious,0,64401,64401,13.887,1561.577
