Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,11187,1243,10.913,404.774
genuine,1,11322,1258,8.202,374.399
genuine,2,11358,1262,4.341,380.524
genuine,3,10971,1219,12.829,390.07
genuine,4,10935,1215,7.713,390.315
genuine,5,11232,1248,10.832,376.762
genuine,6,11493,1277,4.168,371.271
genuine,7,10872,1208,3.088,358.433
genuine,8,11061,1229,3.259,366.064
genuine,9,10935,1215,4.596,377.597
genuine,10,10737,1193,5.984,363.184
genuine,11,10971,1219,2.608,374.658
genuine,12,11061,1229,7.943,380.539
genuine,13,10917,1213,6.306,388.509
genuine,14,11223,1247,8.528,377.47
genuine,15,11232,1248,5.317,380.877
malicious,0,60471,60471,6.499,1418.647
