Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,9006,1501,10.165,332.697
genuine,1,8808,1468,9.795,296.826
genuine,2,8844,1474,6.182,312.692
genuine,3,8586,1431,11.9,324.578
genuine,4,8964,1494,12.284,336.72
genuine,5,8952,1492,7.358,339.498
genuine,6,9060,1510,6.355,317.55
genuine,7,8640,1440,18.719,327.238
genuine,8,8922,1487,7.783,326.214
genuine,9,8652,1442,8.037,299.864
genuine,10,8688,1448,10.353,340.475
genuine,11,8622,1437,9.72,330.584
genuine,12,8862,1477,4.901,301.484
genuine,13,8622,1437,6.515,306.659
genuine,14,8886,1481,9.481,325.6
genuine,15,8400,1400,10.324,352.152
malicious,0,63652,63652,12.74,1848.728
