Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,10650,1065,11.466,387.164
genuine,1,10630,1063,11.898,388.418
genuine,2,10510,1051,7.134,386.248
genuine,3,10780,1078,3.137,385.137
genuine,4,10680,1068,2.655,373.617
genuine,5,10430,1043,3.076,368.882
genuine,6,10680,1068,7.497,374.774
genuine,7,11060,1106,4.046,377.813
genuine,8,10880,1088,7.191,412.034
genuine,9,10590,1059,8.772,389.503
genuine,10,10850,1085,2.363,363.885
genuine,11,10560,1056,3.838,380.711
genuine,12,10700,1070,5.268,387.379
genuine,13,10830,1083,5.079,392.632
genuine,14,10820,1082,6.714,387.982
genuine,15,10660,1066,4.867,359.437
malicious,0,59697,59697,8.616,1432.691
