Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2016,672,2.103,62.666
genuine,1,2004,668,9.17,84.68
genuine,2,2172,724,1.564,64.254
genuine,3,2028,676,6.194,84.465
genuine,4,2184,728,6.513,84.735
genuine,5,2088,696,14.913,117.568
genuine,6,2112,704,3.511,75.032
genuine,7,2136,712,7.891,80.444
genuine,8,2100,700,7.701,94.405
genuine,9,2100,700,4.205,84.794
genuine,10,2136,712,5.975,91.001
genuine,11,2208,736,4.85,81.53
genuine,12,2112,704,11.13,111.778
genuine,13,2148,716,7.426,100.447
genuine,14,2112,704,6.695,90.221
genuine,15,2040,680,11.158,103.114
genuine,16,2148,716,20.686,135.589
genuine,17,2028,676,12.294,111.881
genuine,18,1992,664,3.636,73.902
genuine,19,2040,680,8.239,84.068
genuine,20,2148,716,3.265,75.799
genuine,21,2184,728,8.494,84.82
genuine,22,2076,692,6.574,93.765
genuine,23,2112,704,4.118,86.414
genuine,24,2112,704,2.62,69.472
genuine,25,2076,692,8.295,95.855
genuine,26,2172,724,11.163,105.558
genuine,27,2196,732,9.274,82.267
genuine,28,2100,700,4.27,76.364
genuine,29,2184,728,9.463,117.949
genuine,30,2040,680,7.529,114.508
genuine,31,1980,660,7.835,83.31
genuine,32,1944,648,3.903,71.815
genuine,33,2040,680,4.931,73.704
genuine,34,2148,716,5.457,83.523
genuine,35,2004,668,9.184,91.457
genuine,36,2028,676,9.044,79.988
genuine,37,2076,692,7.863,78.431
genuine,38,2052,684,4.812,85.162
genuine,39,1992,664,4.124,63.271
genuine,40,2148,716,8.522,102.301
genuine,41,2064,688,15.402,100.834
genuine,42,1992,664,7.422,92.554
genuine,43,2160,720,10.317,98.496
genuine,44,2148,716,6.621,87.614
genuine,45,2112,704,7.891,93.19
genuine,46,2064,688,8.701,76.71
genuine,47,2136,712,7.925,83.788
genuine,48,2028,676,9.259,91.019
genuine,49,2064,688,13.573,104.984
genuine,50,2100,700,10.954,94.379
genuine,51,2016,672,4.627,74.422
genuine,52,2088,696,7.056,92.882
genuine,53,1980,660,3.283,72.59
genuine,54,2076,692,11.383,103.422
genuine,55,2172,724,3.103,75.544
genuine,56,2052,684,2.159,68.157
genuine,57,2124,708,12.311,94.528
genuine,58,2160,720,7.002,77.013
genuine,59,1968,656,10.585,74.91
genuine,60,1980,660,10.241,80.828
genuine,61,2148,716,4.554,86.652
genuine,62,2040,680,10.918,92.005
genuine,63,1956,652,4.993,88.976
malicious,0,17726,17726,10.941,617.75
