Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2244,132,7.871,83.889
genuine,1,2380,140,5.108,77.903
genuine,2,2210,130,6.021,103.542
genuine,3,2244,132,4.149,71.658
genuine,4,2329,137,9.424,105.057
genuine,5,2312,136,3.455,75.461
genuine,6,2261,133,3.693,79.083
genuine,7,2295,135,12.494,95.749
genuine,8,2261,133,8.859,93.062
genuine,9,2363,139,8.488,103.813
genuine,10,2278,134,5.983,82.824
genuine,11,2329,137,4.239,81.474
genuine,12,2193,129,10.701,96.901
genuine,13,2346,138,5.277,84.197
genuine,14,2312,136,11.059,81.357
genuine,15,2261,133,12.603,103.871
genuine,16,2329,137,3.82,78.124
genuine,17,2261,133,11.397,93.659
genuine,18,2448,144,9.175,106.483
genuine,19,2312,136,10.306,116.59
genuine,20,2380,140,6.005,90.046
genuine,21,2295,135,10.687,94.74
genuine,22,2244,132,5.008,76.762
genuine,23,2363,139,4.415,62.387
genuine,24,2210,130,5.238,78.596
genuine,25,2278,134,7.125,81.951
genuine,26,2329,137,10.045,96.69
genuine,27,2159,127,8.706,74.497
genuine,28,2278,134,8.678,98.655
genuine,29,2431,143,5.641,70.577
genuine,30,2346,138,11.001,93.5
genuine,31,2295,135,8.536,90.291
genuine,32,2414,142,10.964,116.16
genuine,33,2363,139,6.099,80.497
genuine,34,2363,139,1.279,64.297
genuine,35,2091,123,10.214,70.531
genuine,36,2244,132,6.04,82.437
genuine,37,2244,132,3.914,76.786
genuine,38,2380,140,7.421,85.14
genuine,39,2261,133,8.064,96.626
genuine,40,2142,126,16.109,80.191
genuine,41,2448,144,11.036,95.959
genuine,42,2227,131,6.088,82.538
genuine,43,2329,137,5.191,81.81
genuine,44,2380,140,7.13,76.582
genuine,45,2397,141,16.118,110.14
genuine,46,2244,132,13.2,99.812
genuine,47,2431,143,6.928,102.878
genuine,48,2244,132,5.223,77.278
genuine,49,2312,136,9.367,85.021
genuine,50,2193,129,1.377,66.058
genuine,51,2193,129,9.618,84.162
genuine,52,2346,138,12.573,80.59
genuine,53,2278,134,3.212,68.273
genuine,54,2108,124,7.186,85.247
genuine,55,2380,140,7.743,75.84
genuine,56,2346,138,3.246,74.827
genuine,57,2244,132,12.376,89.802
genuine,58,2414,142,11.872,97.297
genuine,59,2363,139,13.002,92.71
genuine,60,2278,134,12.312,105.136
genuine,61,2346,138,4.691,81.225
genuine,62,2295,135,2.325,67.861
genuine,63,2227,131,4.582,72.106
malicious,0,22762,22762,14.496,689.07
