Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,8664,2888,5.417,299.585
genuine,1,8808,2936,6.604,269.565
genuine,2,8808,2936,13.953,282.224
genuine,3,8664,2888,10.149,291.21
genuine,4,8736,2912,7.043,270.576
genuine,5,8736,2912,6.826,310.728
genuine,6,8640,2880,13.622,306.608
genuine,7,8592,2864,8.952,309.949
genuine,8,9000,3000,3.91,268.825
genuine,9,8760,2920,9.287,286.567
genuine,10,8808,2936,12.889,309.857
genuine,11,8736,2912,9.684,303.64
genuine,12,8592,2864,7.694,287.715
genuine,13,8880,2960,11.226,277.798
genuine,14,8736,2912,11.171,290.085
genuine,15,8688,2896,7.569,290.8
malicious,0,67257,67257,15.034,1966.691
