Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3024,1008,2.978,106.422
genuine,1,2976,992,6.913,111.886
genuine,2,3096,1032,5.086,97.664
genuine,3,2976,992,2.305,99.368
genuine,4,3072,1024,9.439,108.421
genuine,5,3000,1000,4.963,104.127
genuine,6,3072,1024,4.275,105.627
genuine,7,3024,1008,4.839,112.715
genuine,8,3024,1008,4.075,115.638
genuine,9,3072,1024,3.441,101.166
genuine,10,3024,1008,8.096,105.469
genuine,11,2928,976,7.868,104.224
genuine,12,3000,1000,6.489,107.531
genuine,13,3144,1048,4.638,105.665
genuine,14,2952,984,8.844,120.94
genuine,15,2904,968,5.557,95.029
genuine,16,3024,1008,11.459,104.48
genuine,17,3120,1040,6.048,114.272
genuine,18,3096,1032,2.543,107.295
genuine,19,3048,1016,3.952,104.731
genuine,20,3072,1024,3.565,100.975
genuine,21,2928,976,5.826,110.404
genuine,22,3000,1000,8.112,117.423
genuine,23,3120,1040,8.272,108.507
genuine,24,2928,976,2.07,95.5
genuine,25,2832,944,2.675,110.751
genuine,26,3024,1008,2.962,100.366
genuine,27,3072,1024,4.459,101.713
genuine,28,3072,1024,6.304,110.722
genuine,29,2976,992,12.834,103.033
genuine,30,3120,1040,1.732,93.385
genuine,31,2976,992,5.839,119.117
genuine,32,2904,968,2.683,98.317
genuine,33,3072,1024,4.653,106.973
genuine,34,3000,1000,11.976,105.407
genuine,35,2904,968,3.571,95.625
genuine,36,3048,1016,9.194,109.71
genuine,37,3072,1024,1.588,95.096
genuine,38,2976,992,4.093,96.116
genuine,39,3024,1008,5.59,110.642
genuine,40,3000,1000,7.187,116.731
genuine,41,3072,1024,10.504,110.827
genuine,42,3072,1024,2.514,103.83
genuine,43,2928,976,4.376,100.906
genuine,44,2928,976,8.287,110.911
genuine,45,2976,992,3.305,92.255
genuine,46,2952,984,4.77,107.871
genuine,47,3072,1024,2.958,103.218
genuine,48,3000,1000,3.939,97.364
genuine,49,2928,976,5.492,113.426
genuine,50,3048,1016,3.589,91.187
genuine,51,2952,984,9.406,110.96
genuine,52,3024,1008,5.972,107.348
genuine,53,2856,952,4.02,94.273
genuine,54,2976,992,3.77,103.333
genuine,55,3000,1000,3.776,104.21
genuine,56,3096,1032,9.251,114.18
genuine,57,2976,992,7.115,113.503
genuine,58,3024,1008,3.581,101.555
genuine,59,2880,960,4.061,99.291
genuine,60,2952,984,3.257,101.908
genuine,61,2952,984,13.33,131.347
genuine,62,3000,1000,10.872,109.878
genuine,63,2952,984,2.603,95.869
malicious,0,19718,19718,14.367,455.703
