Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3302,254,8.052,108.536
genuine,1,3107,239,5.498,102.853
genuine,2,3211,247,7.779,112.558
genuine,3,3107,239,3.175,108.571
genuine,4,3159,243,2.818,100.317
genuine,5,3159,243,4.509,113.207
genuine,6,3354,258,9.538,111.981
genuine,7,3198,246,3.006,102.37
genuine,8,3250,250,3.139,110.562
genuine,9,3159,243,8.131,116.843
genuine,10,3289,253,2.368,96.476
genuine,11,3172,244,7.677,98.6
genuine,12,3146,242,3.166,104.728
genuine,13,3198,246,2.527,97.973
genuine,14,3055,235,2.495,95.84
genuine,15,3198,246,5.187,109.517
genuine,16,3120,240,5.465,117.143
genuine,17,3185,245,2.768,104.519
genuine,18,3211,247,2.215,99.873
genuine,19,3263,251,3.35,107.958
genuine,20,3224,248,10.046,125.958
genuine,21,3198,246,5.408,113.613
genuine,22,3302,254,2.637,107.034
genuine,23,3094,238,2.309,101.628
genuine,24,3198,246,2.984,107.804
genuine,25,3146,242,2.322,106.129
genuine,26,3107,239,8.458,104.41
genuine,27,3224,248,5.205,119.398
genuine,28,3211,247,3.666,103.719
genuine,29,3198,246,3.662,105.259
genuine,30,3224,248,4.747,110.202
genuine,31,3211,247,3.204,102.896
genuine,32,3133,241,3.831,102.894
genuine,33,3224,248,3.388,103.94
genuine,34,3224,248,3.164,107.017
genuine,35,3185,245,3.017,103.148
genuine,36,3263,251,1.825,105.776
genuine,37,3224,248,6.413,110.255
genuine,38,3120,240,6.232,110.673
genuine,39,3263,251,3.044,93.61
genuine,40,3211,247,7.654,116.661
genuine,41,3237,249,4.637,108.653
genuine,42,3185,245,1.449,93.143
genuine,43,3120,240,9.062,102.043
genuine,44,3172,244,4.651,101.167
genuine,45,3211,247,3.041,108.09
genuine,46,3146,242,7.08,113.794
genuine,47,3120,240,2.118,101.66
genuine,48,3159,243,12.784,108.683
genuine,49,3120,240,4.144,113.124
genuine,50,3237,249,5.55,102.537
genuine,51,3211,247,8.047,103.013
genuine,52,3263,251,3.592,110.092
genuine,53,3146,242,3.373,99.541
genuine,54,3120,240,6.218,108.192
genuine,55,3133,241,4.655,103.723
genuine,56,3107,239,6.803,98.406
genuine,57,3120,240,5.165,98.942
genuine,58,3159,243,3.492,103.305
genuine,59,3094,238,4.413,103.016
genuine,60,3081,237,5.342,96.52
genuine,61,3289,253,7.516,114.566
genuine,62,3159,243,3.848,97.848
genuine,63,3172,244,17.399,126.259
malicious,0,18872,18872,6.234,389.534
