Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2586,431,2.456,81.905
genuine,1,2544,424,8.578,93.197
genuine,2,2532,422,1.84,74.287
genuine,3,2592,432,8.694,98.269
genuine,4,2490,415,6.475,103.683
genuine,5,2664,444,12.993,107.644
genuine,6,2622,437,9.246,84.365
genuine,7,2424,404,5.804,83.753
genuine,8,2610,435,3.686,79.486
genuine,9,2682,447,10.597,106.532
genuine,10,2712,452,7.968,98.325
genuine,11,2520,420,7.715,112.636
genuine,12,2484,414,5.529,89.538
genuine,13,2490,415,5.485,94.992
genuine,14,2616,436,5.148,88.345
genuine,15,2610,435,6.562,90.981
genuine,16,2592,432,4.244,80.713
genuine,17,2604,434,2.605,78.329
genuine,18,2670,445,3.126,81.452
genuine,19,2664,444,4.998,90.933
genuine,20,2556,426,7.776,85.904
genuine,21,2532,422,6.393,92.096
genuine,22,2616,436,5.86,105.724
genuine,23,2718,453,4.382,85.667
genuine,24,2574,429,4.498,101.182
genuine,25,2640,440,4.999,82.385
genuine,26,2646,441,6.815,99.375
genuine,27,2700,450,6.523,88.36
genuine,28,2634,439,6.73,84.215
genuine,29,2706,451,7.057,98.376
genuine,30,2706,451,8.711,94.112
genuine,31,2688,448,5.13,85.323
genuine,32,2538,423,3.063,79.144
genuine,33,2592,432,5.746,81.965
genuine,34,2586,431,12.444,102.265
genuine,35,2604,434,7.491,104.81
genuine,36,2568,428,9.09,95.973
genuine,37,2664,444,6.244,90.791
genuine,38,2532,422,7.796,104.68
genuine,39,2514,419,4.436,74.166
genuine,40,2646,441,2.951,76.309
genuine,41,2520,420,5.134,83.717
genuine,42,2460,410,7.977,85.948
genuine,43,2466,411,3.852,84.846
genuine,44,2622,437,5.208,91.121
genuine,45,2592,432,4.651,80.019
genuine,46,2484,414,5.477,85.223
genuine,47,2490,415,11.683,100.389
genuine,48,2646,441,5.661,84.816
genuine,49,2508,418,8.521,90.665
genuine,50,2544,424,8.667,96.85
genuine,51,2592,432,12.726,114.921
genuine,52,2562,427,7.311,99.635
genuine,53,2460,410,17.328,112.226
genuine,54,2652,442,9.899,101.175
genuine,55,2514,419,14.231,99.1
genuine,56,2568,428,11.879,104.187
genuine,57,2622,437,7.832,100.061
genuine,58,2508,418,6.642,83.878
genuine,59,2670,445,11.063,107.721
genuine,60,2478,413,8.115,108.739
genuine,61,2688,448,12.817,100.183
genuine,62,2550,425,5.679,94.372
genuine,63,2484,414,9.93,108.587
malicious,0,20413,20413,10.308,564.093
