Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,8502,5232,8.395,273.866
genuine,1,8346,5136,8.145,323.18
genuine,2,8346,5136,6.85,295.797
genuine,3,8515,5240,6.993,281.082
genuine,4,8320,5120,9.141,345.826
genuine,5,8398,5168,14.498,331.313
genuine,6,8164,5024,9.43,315.97
genuine,7,8190,5040,12.248,276.411
genuine,8,8086,4976,8.915,308.989
genuine,9,8294,5104,7.55,306.6
genuine,10,8164,5024,9.055,306.322
genuine,11,8489,5224,8.972,299.504
genuine,12,8684,5344,9.652,349.308
genuine,13,8645,5320,11.894,303.7
genuine,14,8554,5264,12.622,310.414
genuine,15,8281,5096,8.919,310.827
malicious,0,60364,60364,14.211,1823.462
