Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2133,948,8.176,100.318
genuine,1,2268,1008,8.496,106.301
genuine,2,2304,1024,6.439,104.342
genuine,3,2205,980,5.792,76.28
genuine,4,2178,968,5.603,85.188
genuine,5,2214,984,4.398,82.571
genuine,6,2187,972,15.798,101.521
genuine,7,2196,976,12.259,135.466
genuine,8,2124,944,12.208,120.143
genuine,9,2268,1008,1.536,61.395
genuine,10,2043,908,8.458,79.322
genuine,11,2304,1024,3.81,86.392
genuine,12,2169,964,3.743,72.556
genuine,13,2340,1040,9.644,101.284
genuine,14,2106,936,2.331,66.909
genuine,15,2061,916,5.203,81.092
genuine,16,2232,992,11.905,98.422
genuine,17,2124,944,19.391,115.553
genuine,18,2151,956,6.95,89.879
genuine,19,2160,960,5.744,86.372
genuine,20,2169,964,15.558,108.673
genuine,21,2205,980,3.775,75.912
genuine,22,2232,992,8.468,83.804
genuine,23,2160,960,8.21,102.225
genuine,24,2133,948,12.576,107.208
genuine,25,2196,976,7.305,82.472
genuine,26,2214,984,4.004,74.472
genuine,27,2169,964,5.917,83.553
genuine,28,2178,968,3.182,76.036
genuine,29,2187,972,10.426,100.013
genuine,30,2169,964,5.868,79.279
genuine,31,2097,932,9.766,80.119
genuine,32,2358,1048,6.078,73.004
genuine,33,2187,972,14.462,100.794
genuine,34,2232,992,4.388,77.078
genuine,35,2151,956,9.939,84.196
genuine,36,2241,996,10.643,105.539
genuine,37,2349,1044,7.496,93.218
genuine,38,2268,1008,5.677,92.148
genuine,39,2106,936,7.845,89.433
genuine,40,2106,936,10.287,114.578
genuine,41,2196,976,6.669,87.227
genuine,42,2295,1020,10.752,85.672
genuine,43,2088,928,12.565,91.08
genuine,44,2133,948,7.828,97.992
genuine,45,2160,960,10.879,92.349
genuine,46,2160,960,15.816,102.244
genuine,47,2259,1004,9.081,104.862
genuine,48,2142,952,4.465,64.34
genuine,49,2097,932,9.671,116.927
genuine,50,2097,932,5.486,69.003
genuine,51,2133,948,10.576,113.1
genuine,52,2142,952,9.331,90.319
genuine,53,2295,1020,9.194,82.081
genuine,54,2142,952,8.159,83.061
genuine,55,2241,996,10.451,99.072
genuine,56,2295,1020,6.422,99.363
genuine,57,2124,944,7.46,67.933
genuine,58,2124,944,5.999,102.553
genuine,59,2223,988,9.116,89.938
genuine,60,2196,976,8.223,91.656
genuine,61,2295,1020,8.246,105.538
genuine,62,2142,952,8.016,86.78
genuine,63,2232,992,15.132,103.884
malicious,0,19870,19870,12.472,554.054
