Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,5533109,0,0.018,2233.738
find,1,1283603,0,0.025,608.743
find,2,1353586,0,0.748,561.896
find,3,1238660,0,0.019,474.998
insert,4,1542865,1542865,0.015,352.71
insert,5,1313346,1313346,0.02,216.259
insert,6,1520479,1520479,0.009,296.372
insert,7,1306908,1306908,0.016,376.268
