Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,9670,7736,11.149,332.693
genuine,1,9540,7632,11.195,338.66
genuine,2,9290,7432,4.07,295.149
genuine,3,9600,7680,8.588,330.739
genuine,4,9490,7592,10.2,352.193
genuine,5,9500,7600,10.634,306.075
genuine,6,9690,7752,5.309,315.921
genuine,7,9560,7648,10.179,319.954
genuine,8,9660,7728,10.542,312.666
genuine,9,9630,7704,8.532,332.511
genuine,10,9290,7432,7.089,307.905
genuine,11,9430,7544,9.699,325.417
genuine,12,9460,7568,3.798,288.436
genuine,13,9500,7600,8.982,342.833
genuine,14,9420,7536,9.372,338.984
genuine,15,9540,7632,10.162,323.421
malicious,0,64674,64674,14.451,1738.163
